Sample_ID	Li	Mg	Al	P	S	K	Ca	V	Mn	Fe	Co	Ni	Cu	Zn	As	Rb	Mo	Cd	Cs	Pb
RT_225H	6.138446547	3667.628907	7177.864197	1376.165315	1971.69888	16040.70021	5957.600651	18.44414194	358.395741	11915.39689	5.058011854	21.81985173	32.30762198	66.77144123	5.416538257	5.228584965	0.359168504	0.303462936	0.448804449	7.968000347
RT_226H	5.087704826	2981.948795	4811.273022	1341.405751	2520.314679	22200.60459	6337.413245	13.38635121	211.9557288	8652.608058	3.537024164	15.46773578	37.51810342	59.27586692	3.959505174	6.091169756	0.705562493	0.291304341	0.385815401	6.762711084
RT_227H	8.069977233	3354.375492	6918.527192	1555.601521	1541.709015	18299.68582	7696.878465	17.82245308	331.5024422	11903.19843	4.772963482	20.0587205	37.70855698	66.98365434	5.380901097	8.243216379	0.491956453	0.27321643	0.558220093	10.78657143
RT_228H	5.962529026	3104.915331	4743.887836	963.0227799	2160.637756	11132.67539	6969.878312	12.91360875	205.103592	8412.557521	3.234884314	13.54981461	45.95779949	55.403439	3.863127655	7.63019877	0.958972312	0.227363359	0.518396865	7.80527564
RT_229H	6.846845162	3865.481692	5432.738798	1112.29649	2141.379352	10175.98663	10484.54551	14.91480732	237.074633	9478.989573	3.804566586	16.00464819	64.34354439	64.91290432	4.307519614	8.575419776	0.756786278	0.288837608	0.573910721	8.888659421
RT_230H	2.975001801	3539.90417	3571.1306	1038.991442	2802.79064	6333.34036	8825.755792	9.740832309	216.3982249	6285.072365	3.155028284	12.30697083	39.65042057	69.05832569	2.856976914	3.502730971	0.294468784	0.254872878	0.303697052	3.800888488
RT_231H	5.018650395	2989.098733	4921.339805	1192.791511	1894.786844	19639.26801	5526.423036	13.4528973	201.2111412	8664.686211	3.154661812	12.96044514	33.74234506	49.40978996	4.093526006	5.354447824	0.477587104	0.139949929	0.394802333	6.310199534
RT_232H	3.483589658	2639.438999	3900.794865	986.3853246	1865.697867	10730.62438	4814.900531	10.56111818	188.0260007	6651.987032	2.795146753	11.05894089	36.94274557	42.37298101	3.152834148	5.199900622	0.341498206	0.147590766	0.33012278	4.643710177
RT_233H	4.700244306	2707.236554	5031.435124	1532.865099	1917.382387	15726.32666	5512.906026	12.61756788	226.9465169	8081.517881	3.178604864	13.51818396	35.65582614	52.29996585	3.790604412	5.997246947	0.454696537	0.125477536	0.370496555	6.182551399
RT_234H	4.290027163	3154.650613	4863.307715	1162.046323	1689.941595	12742.66831	5675.158982	12.43764784	217.1440475	7954.739348	3.339644757	13.63653747	47.49876169	48.15235872	3.817353874	4.587895083	0.75290568	0.187127742	0.325822374	5.715731469
RT_235H	1.09497939	2800.995491	974.1954555	785.0548692	2522.40415	17546.7749	10179.64424	2.736110456	44.08707264	1673.885694	0.814176605	5.796581949	32.80673893	35.09699098	0.890065438	3.519644107	0.148918707	0.499150275	0.096741685	1.558682127
RT_236H	0.75616884	3123.917385	1120.233305	608.1812171	2769.88305	16523.34619	6764.888682	3.050022165	56.2836499	1868.562858	1.039378253	7.975617651	31.78616462	49.3985096	0.974981977	2.29950726	0.063253962	0.539987222	0.072089981	1.176526971
RT_237H	2.883390828	2869.141412	2195.375659	739.6270548	2337.714109	18396.02766	10387.44752	5.975229064	108.1215668	3896.943106	1.768553179	8.2531708	31.15541829	47.15698158	1.86437562	6.361430936	0.156796993	0.52118608	0.226231334	4.006488311
RT_239H	2.739491635	2710.226927	2691.988821	777.588907	2295.467781	13774.4951	6653.773129	7.196014945	124.4929929	4612.149099	1.949168465	9.132313568	28.40585487	38.61781628	2.179810807	4.210078609	0.164250466	0.450852083	0.238032022	3.517089545
RT_240H	2.413260634	3297.541741	2456.607172	786.5305712	2366.361796	15653.07669	7537.516081	6.647585591	176.5475247	4211.929113	2.205847964	9.589307194	34.96054969	42.30038707	2.056888943	3.953433766	0.160025441	0.435195792	0.206363351	3.68358231
241H_RT	1.856526915	2039.008337	1733.773585	639.3969185	1247.066563	18814.32095	9534.603284	4.172564814	94.93142874	2196.072566	1.136730447	7.20871546	58.70473961	31.86160259	1.949881017	4.057775025	0.740670795	0.23849799	0.153047259	4.943471698
242H_RT	6.254800295	2144.099593	9689.444947	567.4784079	560.2726832	11158.39458	3299.547226	15.47505501	419.8309504	8274.8866	3.624702032	15.21533516	30.15185478	30.90598914	5.84824843	5.461568972	0.471141251	0.202756359	0.428623546	12.6899394
243H_RT	2.629503932	3488.43043	3598.113898	894.8903462	1481.863119	21960.43858	15167.14012	6.615915639	148.1131826	3591.553231	1.819808008	11.45964047	99.05233276	61.283113	2.513783455	5.031851644	0.361985022	0.355151647	0.203108998	7.719095443
244H_RT	3.372261077	14948.28882	0	1209.381745	0	40097.39262	96042.50333	7.559168412	140.0423858	4251.486842	6.817862004	32.85749923	539.9860782	283.518514	3.067297723	13.61986792	1.320133556	0.705384005	0.172137352	28.30582757
245H_RT	1.514222548	1072.309009	1959.743694	637.1120636	1170.101535	12648.01633	2508.223239	4.036011334	109.2797186	2134.802688	1.199938557	6.027378522	27.93244884	18.12554859	1.457548822	3.036104992	0.122658066	0.174774938	0.114998481	3.384647871
246H_RT	1.574569886	2432.730441	1341.576537	850.6689665	1324.626093	32115.852	11528.77136	4.043428711	82.93690103	2071.010057	1.452712846	8.733740945	87.34855134	40.4819704	1.392324863	4.48867885	0.135884105	0.481274013	0.11630646	4.470452469
247H_RT	3.36552871	4035.331307	4594.831789	651.5749419	2350.802679	19756.51662	19263.14614	8.732361547	166.0868328	4507.018635	2.354847962	13.2081496	114.0431666	56.09784315	3.049665219	5.294225893	0.339774509	0.651686911	0.269620204	9.056014946
248H_RT	2.517006295	2932.666533	2879.290549	810.8055912	1733.403464	32219.5046	12862.26698	6.566532614	116.6742099	3322.961152	1.920697295	8.748217406	75.0939395	41.1042485	2.237712744	4.096126023	0.211017036	0.428142401	0.18011454	6.329620751
249H_RT	1.87655053	3730.065973	2545.54747	620.9792857	1894.273751	15828.21816	17461.10405	5.378257718	141.4058282	2744.097354	1.512721575	9.381522569	116.8432518	93.89009813	1.856628652	3.988282036	0.209749029	0.368447014	0.143434426	6.950301264
250H_RT	1.989159162	3896.511912	1995.183205	468.213439	1735.243986	23422.90922	21548.35593	5.055473774	152.5104793	2613.305458	1.795212273	9.365673434	108.530566	72.15154315	1.72805415	4.115099828	0.187198691	0.387753371	0.141713248	6.287470278
251H_RT	3.860555156	4459.644852	6390.776858	738.7574915	1653.387138	20887.59459	17873.69148	11.67684549	217.8229026	5941.164078	2.860554442	14.88875589	109.5493192	78.79238082	4.05966165	4.163097004	0.283837833	0.441829402	0.283631943	10.67593514
252H_RT	2.140947593	5157.807233	2117.211764	616.4806024	2144.701366	31822.52892	29581.04917	5.626686743	124.4218959	2920.591985	2.257691889	11.5661214	176.6444818	90.83292128	1.908776282	4.099057045	0.263093055	0.557545977	0.154568473	8.193876181
253H_RT	4.155743981	3374.91638	6130.117563	623.6405575	1955.159124	20692.47028	14817.66857	11.29701346	229.7392103	6096.773387	3.319911918	16.72124064	128.9751062	174.9654038	4.199170742	4.453496436	0.294936941	0.862518922	0.328426652	12.64004461
254H_RT	5.302305748	17907.61989	0	1303.6684	0	53898.59477	124950.4777	10.76550363	250.3754112	6375.757073	17.36270001	43.97556256	700.1659663	5879.194439	3.280213165	14.72111518	0.711956944	0.945925178	0.201151441	147.8557317
255H_RT	2.674988255	3666.322009	3462.926263	650.12625	2319.318764	19161.77074	19183.21296	6.136935761	105.3985503	3520.883967	1.878831601	12.80879701	115.3571683	66.6682522	2.222818217	3.576398101	0.238060312	0.437678982	0.210736608	6.885741114
256H_RT	2.056403215	3631.682273	2930.229576	729.0059161	2276.353885	16769.97691	17515.37183	6.111460561	102.5927959	3055.2759	1.716616104	13.4005025	119.3518946	62.64519741	2.044372034	3.072526066	0.486906122	0.48538147	0.159189452	6.808379862
257H_RT	2.796493537	3407.496984	4416.789631	684.9545624	1940.897262	18343.54806	14999.62717	8.368236984	152.0776516	4190.746543	2.290914716	13.01878804	100.6246115	86.86083732	3.049937832	3.269160419	0.2802763	0.623621438	0.212250555	10.69075761
258H_RT	3.99670832	3022.543449	5345.105313	786.9439689	2127.794874	22622.35652	13223.88825	10.06625116	193.1454912	5146.797328	2.947321425	14.4107192	111.0451689	105.1863926	3.396589145	4.33773654	0.242662532	0.899990319	0.30128743	11.39657495
259H_RT	3.774489538	1579.236396	5862.690453	469.0892463	1042.916778	11173.36768	3515.895086	9.82964299	195.6649254	5061.682717	2.21905396	8.989985298	34.17807442	67.7579587	3.444597905	3.501442484	0.215849073	0.172462787	0.291666842	10.02530035
260H_RT	4.213171425	2790.808624	7564.330867	949.6087938	1358.016259	12531.9577	7735.088304	12.4929597	289.1598926	6381.870056	2.79299924	12.58949487	55.77017519	75.19874794	4.303086741	3.597150559	0.286893378	0.269787102	0.304089783	10.36731528
261H_RT	3.689644658	2695.665279	5758.070722	519.7147248	1410.21521	15573.36081	11151.9075	9.928714747	187.766336	5168.154734	2.388815126	11.31688353	66.20659137	92.88320087	3.596544125	3.467645849	0.258282839	0.218313098	0.275091807	9.44433257
262H_RT	4.524708195	1582.556826	6035.477414	546.6354293	1715.058376	14350.04828	4132.583008	10.62059022	183.0408872	5335.545452	2.521637107	10.50125754	52.70097761	150.7358216	3.48471264	4.463123078	0.254703793	0.291907207	0.369266834	11.69841568
263H_RT	2.820947918	1929.241866	4555.053975	511.4601715	1426.641383	11219.55392	6341.731979	8.265671988	147.3224638	4172.101277	1.769931273	8.503313133	45.90958131	39.93513808	2.861339992	2.909206979	0.163736392	0.210772956	0.221368316	7.81126439
264H_RT	5.641774729	2059.014447	7779.601411	700.0540546	1678.799395	16111.4477	5106.383391	13.8002211	227.2789361	6777.447878	3.132312189	13.14874286	41.22708712	43.89801518	4.527242284	5.092495968	0.345804709	0.346755775	0.426027864	12.58924078
265H_RT	3.611167778	3043.885447	5577.572644	500.6366059	2106.5784	19063.24664	16052.48247	8.431704792	184.4181314	4481.436917	2.259193881	11.93347692	72.28947205	221.9494588	3.088167053	4.361835423	0.275727365	0.637504333	0.261222311	14.35523819
266H_RT	0.689287277	1387.248011	821.9054102	470.2455263	1727.349533	15492.75554	5317.523853	2.056723913	66.2813691	1102.574527	0.818169769	5.962170654	41.07649788	62.91071861	0.789526249	1.616587507	0.065429747	0.380614564	0.053359269	3.381025965
267H_RT	0.710982659	1467.850074	1120.953512	551.3781187	2320.420517	16492.534	6523.087033	1.765661194	58.30978263	947.4354455	0.880868594	5.778852856	49.63612447	39.91441202	0.615501432	1.766279189	0.056372565	0.48369646	0.051244039	5.885165745
268H_RT	2.909847582	2991.15967	4656.870197	519.6008465	1509.61011	15130.34491	12074.58883	8.756679062	212.9414004	4395.592379	2.244860449	11.66450118	75.16165948	64.09562655	3.088999358	3.391018737	0.205150187	0.402866529	0.210719773	8.79290329
269H_RT	0.703394576	1525.415941	600.503421	504.0883878	1914.752356	17952.26776	7181.087061	2.42820445	60.66623717	1234.671446	0.837454371	8.037441825	52.12354446	35.32342849	0.982145386	1.591064709	0.067272082	0.500916319	0.050408013	2.84731171
270H_RT	0.660640902	1367.153767	559.6525282	469.0009575	1461.06159	17454.30459	6031.852226	1.998721448	60.45736851	964.3880746	0.701333357	6.766949574	38.95301662	36.06079829	0.65002674	2.132326598	0.08252924	0.336996391	0.05008158	2.687561305
271H_RT	2.488822498	3493.841905	3625.787078	1158.650123	1644.264154	15345.25244	15241.26217	7.46112146	182.2235815	3663.138106	2.591462586	10.58773398	106.5494555	84.07535089	2.549039477	5.627356249	0.2779521	0.198712777	0.205791459	8.303196821
272H_RT	0.989547462	1992.08007	762.1663356	1014.395284	1988.530522	14602.78411	7587.395971	2.875957963	42.87513477	1401.757908	1.563451667	4.695849752	85.15540262	64.02148472	0.953301562	5.196429517	0.178894368	0.153503316	0.10575941	2.753936309
273H_RT	1.923273596	3716.298237	2460.157118	1592.577674	2387.406195	12313.27705	17357.89462	5.461333129	114.6405708	2843.451148	2.477980764	8.618415033	152.6684037	126.7549379	2.301811052	5.342861837	0.270965213	0.27314137	0.186339658	5.909934357
274H_RT	1.034976184	2304.079315	1158.599351	1307.790201	1393.083966	20506.99925	10644.66022	3.762657837	51.39895426	1582.390288	1.223719548	5.434213861	92.63321513	50.60692366	1.101803594	5.590247082	0.247476398	0.153429844	0.098922241	3.248373298
275H_RT	1.800689337	3381.944042	2246.611283	2000.29129	1535.428357	12785.43746	16424.17407	5.530915925	93.72854537	2588.650977	1.600744084	7.601087348	95.95687969	72.47399985	1.852932123	4.82973062	0.308602546	0.200089858	0.160693106	4.62628003
276H_RT	1.33729439	2291.698285	1700.090687	1763.066323	1153.766412	13878.25335	10446.67162	3.919798475	62.8678285	1841.953244	1.065989081	5.652018596	66.37442573	45.36033616	1.305819214	4.122052752	0.230967975	0.138523716	0.111076174	3.299058478
277H_RT	3.786993846	3194.057806	6247.584822	927.8363285	1619.040137	17387.42844	9830.671571	10.4304509	227.5732856	5705.560959	2.786447416	11.90658612	63.54138765	93.36550947	3.847165559	6.346723041	0.27690245	0.192617086	0.278517217	7.048941898
278H_RT	0.517965455	2830.240492	232.4140845	604.1151381	1817.311225	31076.40213	11298.88014	2.045965945	43.47920066	933.5017482	0.834025858	5.424780429	77.29143186	54.73388119	0.667789159	5.793350447	0.07412717	0.109780024	0.043770337	1.907756219
279H_RT	2.700920081	1852.35981	3974.461016	644.7347462	1120.198492	15825.63125	5044.866738	7.900551482	151.5646213	3819.304196	1.860828488	8.054487367	40.28322765	34.25354984	2.716410188	5.537758217	0.191033576	0.213400614	0.195628202	5.323186042
280H_RT	2.833723609	4697.179818	3322.203943	842.5843608	2251.839583	23345.93778	23888.20782	7.531529568	110.9170309	3654.841702	2.500949176	10.47792095	127.9885799	150.3246068	2.497862758	6.952410264	0.396035214	0.303984767	0.216312219	7.393602072
281H_RT	1.323329956	1503.983596	1433.83007	698.6803773	1452.045695	23174.75233	3932.30132	3.568720975	68.03531335	1623.976807	0.882454809	3.979260925	23.86722213	23.78624713	1.145421597	5.294839735	0.165657607	0.156303826	0.101613598	2.446680347
282H_RT	4.33373048	2936.839959	6844.355292	729.8725057	1748.302954	12790.7624	8023.039527	13.18326808	248.5422666	6240.438302	3.107806845	12.14035877	56.77585371	56.26837831	4.34012204	5.590450549	0.296421701	0.235850394	0.329489434	8.751133618
283H_RT	2.709463892	2534.469463	4545.609165	1169.406546	1444.239678	12824.11952	8177.423472	7.957498319	216.0211981	4060.043527	2.194518685	12.03573124	53.70890131	43.68357317	2.792718525	4.133552369	0.24710108	0.21033837	0.208519077	5.221577243
284H_RT	2.186903648	3928.542716	2814.700277	1063.34528	2194.977704	16869.01796	19483.5577	5.871176106	119.7631411	3138.648666	2.622536031	13.89473649	107.3048235	86.00744645	2.112835665	6.101604475	0.301039335	0.297677346	0.189446889	5.327934741
285H_RT	2.962988256	2827.605156	4080.776345	1358.271151	2530.513468	20133.66235	10741.98676	8.802351892	151.2643264	4201.917191	2.80844012	14.74433012	87.07351074	100.1432311	2.865541168	5.70479628	0.484504714	0.341038682	0.241988576	7.145068341
286H_RT	2.999267599	3038.064966	4572.172111	860.0824196	1350.844475	13744.52116	11356.01516	9.525218865	150.5035305	4332.465536	2.337731954	12.28193078	67.84032524	100.1808391	3.034014521	4.40636861	0.255664659	0.186307732	0.228164816	6.939878615
287H_RT	2.084310639	3388.826994	2463.455952	1018.711649	2023.787674	16394.28978	17145.71089	5.621738271	88.99371173	2887.790253	2.494430962	12.61454812	93.09146412	150.4668196	1.995884807	5.765416909	0.288781443	0.269412642	0.182075411	6.799747884
288H_RT	2.829489876	4383.411193	3709.923419	1138.096397	2531.514131	20243.55209	20521.16911	8.498558081	126.4019132	4024.002408	3.069911916	17.06047031	115.4333828	134.5501363	2.731607458	5.442066864	0.299500465	0.369244645	0.220746693	6.948575817
289H_RT	4.774196628	2009.025773	6964.707544	605.8048005	829.1387574	10856.24696	4305.659529	10.07484342	191.8794272	6048.94672	2.617476371	11.38863616	26.81374149	41.54605991	3.925000799	5.142243897	0.250904701	0.108736838	0.303544	6.796818385
290H_RT	3.871505666	2639.630644	5793.513758	695.8930656	1726.213882	10344.60013	9311.731238	9.989878833	184.383941	5248.113287	2.498956496	10.17942267	63.73012204	42.5225866	3.647306733	5.734758646	0.244923574	0.208380247	0.293406486	7.330335843
291H_RT	0.6693378	2170.617186	457.4000674	884.4676958	2424.277285	16028.4004	11215.00942	2.230373763	28.67167033	1022.497193	0.842099712	3.527739924	77.09724261	43.37565635	0.696086286	4.936694427	0.106037066	0.131151772	0.070877632	4.343753665
292H_RT	1.889503329	1182.044728	2366.369036	683.1223892	1253.92868	12385.98383	4012.962304	5.582370363	94.23952403	2557.535647	1.565410734	5.003023475	37.00401865	25.88454855	1.797732515	3.991716572	0.126553062	0.077490568	0.16347446	3.749928186
293H_RT	2.030968015	1376.613381	3011.607575	844.4549735	1147.170691	15803.26897	4001.591666	6.824075275	158.0337239	3038.8285	1.637613877	5.813503053	37.64474384	38.92965855	2.210575252	3.796109972	0.168115465	0.094086536	0.151449489	4.277419337
294H_RT	0.729290278	1042.40346	775.3989001	548.0925412	1144.771298	14978.20765	4686.231869	2.278564067	41.60093324	1014.512574	0.546454626	2.903985301	33.24570365	29.71409345	0.719133364	2.524903817	0.095607127	0.071748251	0.05766425	1.60057149
295H_RT	1.0487356	1533.794789	1173.164777	823.0997074	1228.154839	24313.19234	4558.06526	2.971603313	52.61379218	1535.702361	1.265340905	4.634533674	39.54392357	27.48257514	1.033407496	4.754243431	0.05211136	0.151032346	0.086269167	1.834530555
296H_RT	1.193771583	2266.195773	1368.762494	768.1946553	1956.556471	17234.92893	8932.650547	3.064201855	50.66055591	1681.235641	1.281012396	5.500703227	56.88811002	42.2820414	1.118353276	4.093511029	0.099299904	0.172535683	0.11140877	2.302545946
297H_RT	0.868795205	2030.609926	883.7366857	2021.315645	2192.761928	14210.55489	9116.868365	2.136558406	39.19329095	1140.541706	0.814458191	4.52453276	58.87821808	38.65815314	0.768938916	3.904941621	0.114552299	0.182855574	0.079117001	2.003908874
298H_RT	0.836852341	2841.988947	529.1667963	591.773044	1744.468582	28066.75822	14317.15905	2.532590473	43.52141638	1162.54932	1.190152028	5.843387842	79.1800677	46.94006098	0.797844038	6.586044635	0.111465302	0.175665768	0.07336967	2.730491781
299H_RT	1.699898662	2463.694626	2297.044045	791.3150975	1552.41957	14376.48087	9516.195092	5.242810262	111.3939359	2489.012011	1.568384495	6.945901155	69.59780681	87.43487223	1.745014905	5.132939157	0.137198487	0.206869469	0.145504975	4.179311545
300H_RT	1.70317537	2927.204276	2210.135217	749.6318129	1901.130047	16427.33209	13059.88149	5.240830179	110.8950859	2435.563244	1.830254303	8.154316199	85.08705421	73.01639535	1.668976312	5.018654646	0.171942685	0.270651375	0.141437367	4.725952361
301H_RT	1.993376196	3528.468533	2799.766615	1656.783071	1733.01546	20336.96751	13910.62026	6.382510638	79.86108268	3292.707069	2.443989102	13.38034435	97.62712632	76.79454295	1.691895692	6.081877659	0.147047612	0.320482029	0.165156522	4.66753127
302H_RT	4.276700123	5391.839196	5819.757811	1739.911906	1863.420374	14047.7689	20556.83067	11.87818828	184.2793994	6203.065962	4.041639367	17.57281194	112.60753	119.4037392	3.322460836	7.656897493	0.228951254	0.413254109	0.353080626	9.828118018
303H_RT	2.384008951	4123.998413	3130.075477	1745.130925	2067.909379	15883.98237	17262.84222	7.482585014	100.2272777	3845.109728	3.200469727	12.72307372	126.2048668	97.47566638	1.913451633	7.360557291	0.16288544	0.375475069	0.216007987	6.477667225
304H_RT	2.444068914	5092.555397	2865.163668	1446.833616	1742.040288	19899.93902	24621.95866	7.234196852	106.6625157	3773.93933	3.664371485	14.07995226	147.8006784	149.4147792	1.866606792	6.705728013	0.188835755	0.367359192	0.202949528	7.948448891
305H_RT	1.351269596	2933.601065	1671.668582	983.8864641	1162.655747	11149.56601	12062.8959	4.187036047	69.64475702	2133.411549	1.870164034	8.316749503	75.65744118	60.58840062	1.07879297	3.675775627	0.130863589	0.248818239	0.111202052	3.719049846
306H_RT	2.927262761	2902.989015	4549.58147	1239.181209	1243.710803	13350.42805	8224.66859	8.821353105	119.7825	4577.475882	2.627712818	11.52582744	64.5246036	50.86865793	2.335698053	5.429347987	0.130631906	0.270318726	0.228970197	5.832745209
307H_RT	4.574146413	3660.796957	6731.769891	832.1058198	1354.665656	15369.57461	14082.20409	13.67422976	278.1087723	6870.919997	4.896243722	15.32394992	68.16081586	161.8672713	3.515488952	6.47421451	0.249653875	0.368710997	0.349263235	11.82681721
308H_RT	4.750591647	2678.183483	7900.377569	790.0517448	898.5700878	11053.79434	6258.855587	14.65208307	233.3813517	7590.990893	3.648500216	14.96643802	37.6671346	57.12023071	3.809448759	5.638294031	0.194092315	0.324735814	0.322053944	10.2023655
309H_RT	4.13178837	2427.927018	6647.128083	786.916717	970.6506364	14525.84139	5530.427201	14.1586989	211.7318484	6972.189974	4.232905247	14.89748728	34.96047321	48.41166312	3.513167026	6.204422709	0.143888195	0.33426532	0.321627446	9.250134176
310H_RT	3.432722293	3159.237422	5163.93523	758.3934971	1284.299724	12579.72996	11942.95932	10.77177238	180.3822849	5450.280807	3.270088115	12.04215427	62.28659592	68.07025353	2.860003837	4.518913636	0.19442545	0.281104909	0.257822885	8.522851583
311H_RT	5.865086352	4088.008845	9330.096579	953.7561003	1143.744013	12661.55217	13937.89961	19.2970521	279.3626067	9382.377307	5.168283144	19.62996547	77.43467956	78.96734329	4.755278445	7.02026004	0.245345486	0.382797566	0.443383719	13.949463
312H_RT	5.354072779	4051.017976	9045.096208	880.3928866	1386.220892	14666.32111	12919.45033	17.32336741	243.631497	8961.678847	4.72223209	19.17339092	72.61443557	80.53032354	4.479783721	5.883901944	0.238543295	0.457602716	0.382575891	11.34500302
313H_RT	3.340223482	2981.65255	5152.204948	1073.86584	1396.071565	13911.51227	11559.08978	10.46145821	142.8108522	5357.166513	3.18268452	15.51259035	69.18494908	69.97226386	2.648207832	4.413429253	0.188274709	0.347520092	0.263367197	7.798335411
314H_RT	3.35767533	3695.907599	5027.014954	1122.378589	1738.917791	18480.02765	15892.48811	10.67187073	149.5724564	5436.296225	3.987967172	18.88813185	92.00868837	88.02986676	2.744113161	5.279276286	0.176444007	0.409451144	0.273387201	8.302682664
315H_RT	3.249812017	2258.96449	5349.599277	998.4896838	1219.645485	14641.8018	7127.078213	9.982374524	148.5612234	5265.109305	3.029955677	18.69486156	49.9973762	129.7441305	2.631800652	3.938799768	0.28120387	0.295129668	0.24044613	7.228512364
316H_RT	2.502516192	2939.015497	3297.465167	1167.612032	1806.488194	20357.45137	12645.12396	7.994828016	112.6202995	4023.434621	3.768993599	19.10665408	83.13070193	127.5028188	1.997065275	4.483215608	0.134960849	0.451679194	0.199249801	5.714421528
317H_RT	4.365163009	3057.860914	6750.632102	1081.053215	1470.306446	13972.96633	10876.1628	13.89348499	182.1053415	6806.14166	4.039401342	19.13511718	73.6130601	64.36961146	3.405874139	5.685826572	0.193500086	0.467394845	0.336706726	9.279150478
318H_RT	3.034374524	3361.959326	4388.604347	1167.340072	1770.97731	17659.70516	13875.44332	9.597179121	141.2029671	4825.133159	3.641980378	19.69316599	87.41540183	69.09453133	2.482072975	4.50426393	0.156884261	0.471446362	0.234924847	7.979071622
319H_RT	2.237893386	1903.304865	3445.236407	1295.982918	1476.848625	11176.90811	6581.056716	7.002886198	108.661631	3539.888899	2.020640554	9.052924154	56.02139754	42.80710468	1.793584625	3.653188758	0.121441983	0.169305338	0.180877112	6.082076908
320H_RT	3.506827241	3751.777567	5322.413068	1394.704107	1461.107704	12860.702	16121.71273	10.37940033	214.5231104	5476.71458	3.438194316	13.36577233	88.51992349	95.60770658	2.713960113	5.216393672	0.250119976	0.294879098	0.285948104	9.464372579
321H_RT	2.420050267	2332.701592	3622.480413	1250.866897	1297.773185	13636.56226	8985.543877	7.225781153	101.1375339	3769.162193	1.857863331	8.767468941	75.73207429	40.17044346	1.892818103	4.743885679	0.145185886	0.168691065	0.184196838	5.129243497
322H_RT	2.179613885	1091.440548	3718.61796	952.7880832	811.1818864	11172.5256	1969.632981	7.480131901	107.6415537	3703.646712	1.704092355	7.227000641	23.09867028	27.05022677	1.945054627	3.981697131	0.130385412	0.114613217	0.162201544	4.430582782
323H_RT	4.216487481	1737.35735	7104.321696	859.9805014	991.915725	11034.01005	3461.449198	13.54508771	222.9390329	6967.998718	3.587910413	12.56485032	23.57614725	38.94605682	3.507516954	4.932264431	0.137816986	0.164764741	0.297223985	8.706244613
324H_RT	4.585450792	1966.202705	7618.884073	1240.847179	1118.161942	11119.14071	3389.843035	14.22363708	240.037709	7443.359602	3.873573558	13.58896481	29.57769459	35.58699086	3.728201511	5.402748344	0.170522053	0.212205065	0.345326484	9.406810924
325H_RT	1.050568939	1585.231388	976.9472598	794.6890989	2025.375011	19901.48116	5423.429413	3.033402674	54.43348317	1560.936623	1.397928678	13.19241475	27.5060133	21.53918826	0.834084113	6.891881777	0.030034584	0.709678353	0.089354498	2.761217183
326H_RT	1.481404085	1924.581389	1823.669381	563.2644214	1240.086134	17197.169	9226.891934	3.979012981	75.29700105	2112.186224	1.454690057	9.043712437	34.56462108	36.34852357	1.102936608	8.534682692	0.101819622	0.523603523	0.126777394	3.941359762
327H_RT	1.049653132	1270.571002	1138.837991	549.5433889	1364.606166	15609.95786	4019.260193	3.204482135	69.21215098	1684.227003	1.605413501	9.913604862	18.49274563	26.18101737	0.848058645	6.870354049	0.030798258	0.563760001	0.101421467	2.603488969
328H_RT	2.003151813	1725.943415	2999.838363	522.1697375	1271.124292	13135.50834	4372.69673	6.159199426	105.3392593	3199.100913	2.107705935	13.0137629	21.07721994	38.90955444	1.661066664	5.86401405	0.060840602	0.523172431	0.168073437	4.057740847
329H_RT	0.643198462	1504.085	732.5926127	523.498251	1299.168687	13144.7219	3399.522206	2.056929278	36.73811056	1017.590023	0.862825195	10.32424949	11.63251563	12.71294218	0.528758978	6.104814759	0.020908685	0.48757414	0.071142182	1.250624258
330H_RT	0.861583453	2052.262098	1051.755309	664.0390696	1548.461088	11762.53982	5802.457558	2.639076457	52.69284718	1332.478666	1.393129301	11.78109364	22.96322186	19.72327261	0.68279311	5.663083312	0.029037564	0.590436429	0.089451523	2.540900183
331H_RT	0.882233347	2381.928811	525.7995337	1103.261546	1427.680569	20718.60178	8052.858063	2.654567295	57.88158425	1465.732214	2.025948023	11.57017643	56.83958771	63.23775327	0.735228946	5.452517319	0	0.190577789	0.079395104	4.136271514
332H_RT	1.642430692	3552.008915	2013.499349	1256.493291	1415.183116	13670.91953	11975.81004	4.685818911	91.12282326	2597.947464	2.164236617	13.5500738	86.25877987	55.83241813	1.421954167	4.910574688	0.112924811	0.354554359	0.142397825	4.688371404
333H_RT	1.377953875	3767.537541	1025.683114	1381.249728	1814.228067	18963.65874	14701.15571	3.952843298	88.62341676	2214.281008	3.514801811	17.88034653	111.6207716	59.07622119	1.067796489	6.522251022	0.077707801	0.503757866	0.134788207	3.861016825
334H_RT	2.135538479	2881.929053	2599.349843	1292.215759	1471.562655	12429.35655	10477.59854	5.418592157	124.123916	3011.338478	2.385413293	15.66592892	85.48604941	41.85247271	1.514308273	5.141229181	0.158916494	0.56596791	0.194423388	4.871280982
335H_RT	2.516536163	1622.210734	3005.782707	1065.122807	944.063487	17695.88374	3725.341737	6.249151059	147.004252	3492.02519	2.670247396	10.78641885	31.88645478	23.04231417	1.763607544	6.772463932	0.090657136	0.314087442	0.21790807	4.849449477
