Sample_ID	Genotype	Compartment	Field	Management	Plot	Position	Location	Stage	Run	Compartment_Stage	Compartment_Genotype	Compartment_Stage_Management	Compartment_Stage_Management_Plot	Compartment_Stage_Management_Genotype	Compartment_Stage_Management_Plot_Genotype
311H_RT	2_DK105	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_004	Root_Reproductive	Root_2_DK105	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_2_DK105	Root_Reproductive_CONMIN_6_2_DK105
312H_RT	2_DK105	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_004	Root_Reproductive	Root_2_DK105	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_2_DK105	Root_Reproductive_CONMIN_6_2_DK105
292H_RH	4_F2	Rhizosphere	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_004	Rhizosphere_Reproductive	Rhizosphere_4_F2	Rhizosphere_Reproductive_NPK	Rhizosphere_Reproductive_NPK_23	Rhizosphere_Reproductive_NPK_4_F2	Rhizosphere_Reproductive_NPK_23_4_F2
293H_RH	4_F2	Rhizosphere	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_004	Rhizosphere_Reproductive	Rhizosphere_4_F2	Rhizosphere_Reproductive_NPK	Rhizosphere_Reproductive_NPK_23	Rhizosphere_Reproductive_NPK_4_F2	Rhizosphere_Reproductive_NPK_23_4_F2
294H_RH	4_F2	Rhizosphere	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_004	Rhizosphere_Reproductive	Rhizosphere_4_F2	Rhizosphere_Reproductive_NPK	Rhizosphere_Reproductive_NPK_23	Rhizosphere_Reproductive_NPK_4_F2	Rhizosphere_Reproductive_NPK_23_4_F2
298H_RH	5_pht1;6	Rhizosphere	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_004	Rhizosphere_Reproductive	Rhizosphere_5_pht1;6	Rhizosphere_Reproductive_NPK	Rhizosphere_Reproductive_NPK_23	Rhizosphere_Reproductive_NPK_5_pht1;6	Rhizosphere_Reproductive_NPK_23_5_pht1;6
299H_RH	5_pht1;6	Rhizosphere	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_004	Rhizosphere_Reproductive	Rhizosphere_5_pht1;6	Rhizosphere_Reproductive_NPK	Rhizosphere_Reproductive_NPK_23	Rhizosphere_Reproductive_NPK_5_pht1;6	Rhizosphere_Reproductive_NPK_23_5_pht1;6
300H_RH	5_pht1;6	Rhizosphere	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_004	Rhizosphere_Reproductive	Rhizosphere_5_pht1;6	Rhizosphere_Reproductive_NPK	Rhizosphere_Reproductive_NPK_23	Rhizosphere_Reproductive_NPK_5_pht1;6	Rhizosphere_Reproductive_NPK_23_5_pht1;6
304H_RH	1_B73	Rhizosphere	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_004	Rhizosphere_Reproductive	Rhizosphere_1_B73	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_6	Rhizosphere_Reproductive_CONMIN_1_B73	Rhizosphere_Reproductive_CONMIN_6_1_B73
305H_RH	1_B73	Rhizosphere	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_004	Rhizosphere_Reproductive	Rhizosphere_1_B73	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_6	Rhizosphere_Reproductive_CONMIN_1_B73	Rhizosphere_Reproductive_CONMIN_6_1_B73
306H_RH	1_B73	Rhizosphere	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_004	Rhizosphere_Reproductive	Rhizosphere_1_B73	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_6	Rhizosphere_Reproductive_CONMIN_1_B73	Rhizosphere_Reproductive_CONMIN_6_1_B73
310H_RH	2_DK105	Rhizosphere	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_004	Rhizosphere_Reproductive	Rhizosphere_2_DK105	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_6	Rhizosphere_Reproductive_CONMIN_2_DK105	Rhizosphere_Reproductive_CONMIN_6_2_DK105
311H_RH	2_DK105	Rhizosphere	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_004	Rhizosphere_Reproductive	Rhizosphere_2_DK105	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_6	Rhizosphere_Reproductive_CONMIN_2_DK105	Rhizosphere_Reproductive_CONMIN_6_2_DK105
312H_RH	2_DK105	Rhizosphere	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_004	Rhizosphere_Reproductive	Rhizosphere_2_DK105	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_6	Rhizosphere_Reproductive_CONMIN_2_DK105	Rhizosphere_Reproductive_CONMIN_6_2_DK105
316H_RT	3_PH207	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_004	Root_Reproductive	Root_3_PH207	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_3_PH207	Root_Reproductive_CONMIN_6_3_PH207
317H_RT	3_PH207	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_004	Root_Reproductive	Root_3_PH207	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_3_PH207	Root_Reproductive_CONMIN_6_3_PH207
318H_RT	3_PH207	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_004	Root_Reproductive	Root_3_PH207	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_3_PH207	Root_Reproductive_CONMIN_6_3_PH207
322H_RT	4_F2	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_004	Root_Reproductive	Root_4_F2	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_4_F2	Root_Reproductive_CONMIN_6_4_F2
323H_RT	4_F2	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_004	Root_Reproductive	Root_4_F2	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_4_F2	Root_Reproductive_CONMIN_6_4_F2
324H_RT	4_F2	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_004	Root_Reproductive	Root_4_F2	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_4_F2	Root_Reproductive_CONMIN_6_4_F2
328H_RT	5_pht1;6	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_004	Root_Reproductive	Root_5_pht1;6	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_5_pht1;6	Root_Reproductive_CONMIN_6_5_pht1;6
329H_RT	5_pht1;6	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_004	Root_Reproductive	Root_5_pht1;6	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_5_pht1;6	Root_Reproductive_CONMIN_6_5_pht1;6
330H_RT	5_pht1;6	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_004	Root_Reproductive	Root_5_pht1;6	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_5_pht1;6	Root_Reproductive_CONMIN_6_5_pht1;6
334H_RT	1_B73	Root	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_004	Root_Reproductive	Root_1_B73	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_56	Root_Reproductive_CONMIN_1_B73	Root_Reproductive_CONMIN_56_1_B73
335H_RT	1_B73	Root	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_004	Root_Reproductive	Root_1_B73	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_56	Root_Reproductive_CONMIN_1_B73	Root_Reproductive_CONMIN_56_1_B73
336H_RT	1_B73	Root	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_004	Root_Reproductive	Root_1_B73	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_56	Root_Reproductive_CONMIN_1_B73	Root_Reproductive_CONMIN_56_1_B73
316H_RH	3_PH207	Rhizosphere	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_004	Rhizosphere_Reproductive	Rhizosphere_3_PH207	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_6	Rhizosphere_Reproductive_CONMIN_3_PH207	Rhizosphere_Reproductive_CONMIN_6_3_PH207
317H_RH	3_PH207	Rhizosphere	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_004	Rhizosphere_Reproductive	Rhizosphere_3_PH207	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_6	Rhizosphere_Reproductive_CONMIN_3_PH207	Rhizosphere_Reproductive_CONMIN_6_3_PH207
318H_RH	3_PH207	Rhizosphere	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_004	Rhizosphere_Reproductive	Rhizosphere_3_PH207	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_6	Rhizosphere_Reproductive_CONMIN_3_PH207	Rhizosphere_Reproductive_CONMIN_6_3_PH207
322H_RH	4_F2	Rhizosphere	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_004	Rhizosphere_Reproductive	Rhizosphere_4_F2	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_6	Rhizosphere_Reproductive_CONMIN_4_F2	Rhizosphere_Reproductive_CONMIN_6_4_F2
323H_RH	4_F2	Rhizosphere	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_4_F2	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_6	Rhizosphere_Reproductive_CONMIN_4_F2	Rhizosphere_Reproductive_CONMIN_6_4_F2
324H_RH	4_F2	Rhizosphere	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_4_F2	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_6	Rhizosphere_Reproductive_CONMIN_4_F2	Rhizosphere_Reproductive_CONMIN_6_4_F2
328H_RH	5_pht1;6	Rhizosphere	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_5_pht1;6	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_6	Rhizosphere_Reproductive_CONMIN_5_pht1;6	Rhizosphere_Reproductive_CONMIN_6_5_pht1;6
329H_RH	5_pht1;6	Rhizosphere	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_5_pht1;6	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_6	Rhizosphere_Reproductive_CONMIN_5_pht1;6	Rhizosphere_Reproductive_CONMIN_6_5_pht1;6
330H_RH	5_pht1;6	Rhizosphere	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_5_pht1;6	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_6	Rhizosphere_Reproductive_CONMIN_5_pht1;6	Rhizosphere_Reproductive_CONMIN_6_5_pht1;6
334H_RH	1_B73	Rhizosphere	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_1_B73	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_56	Rhizosphere_Reproductive_CONMIN_1_B73	Rhizosphere_Reproductive_CONMIN_56_1_B73
335H_RH	1_B73	Rhizosphere	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_1_B73	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_56	Rhizosphere_Reproductive_CONMIN_1_B73	Rhizosphere_Reproductive_CONMIN_56_1_B73
336H_RH	1_B73	Rhizosphere	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_1_B73	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_56	Rhizosphere_Reproductive_CONMIN_1_B73	Rhizosphere_Reproductive_CONMIN_56_1_B73
340H_RT	2_DK105	Root	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Root_Reproductive	Root_2_DK105	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_56	Root_Reproductive_CONMIN_2_DK105	Root_Reproductive_CONMIN_56_2_DK105
341H_RT	2_DK105	Root	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Root_Reproductive	Root_2_DK105	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_56	Root_Reproductive_CONMIN_2_DK105	Root_Reproductive_CONMIN_56_2_DK105
342H_RT	2_DK105	Root	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Root_Reproductive	Root_2_DK105	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_56	Root_Reproductive_CONMIN_2_DK105	Root_Reproductive_CONMIN_56_2_DK105
346H_RT	3_PH207	Root	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Root_Reproductive	Root_3_PH207	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_56	Root_Reproductive_CONMIN_3_PH207	Root_Reproductive_CONMIN_56_3_PH207
347H_RT	3_PH207	Root	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Root_Reproductive	Root_3_PH207	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_56	Root_Reproductive_CONMIN_3_PH207	Root_Reproductive_CONMIN_56_3_PH207
348H_RT	3_PH207	Root	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Root_Reproductive	Root_3_PH207	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_56	Root_Reproductive_CONMIN_3_PH207	Root_Reproductive_CONMIN_56_3_PH207
352H_RT	4_F2	Root	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Root_Reproductive	Root_4_F2	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_56	Root_Reproductive_CONMIN_4_F2	Root_Reproductive_CONMIN_56_4_F2
353H_RT	4_F2	Root	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Root_Reproductive	Root_4_F2	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_56	Root_Reproductive_CONMIN_4_F2	Root_Reproductive_CONMIN_56_4_F2
354H_RT	4_F2	Root	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Root_Reproductive	Root_4_F2	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_56	Root_Reproductive_CONMIN_4_F2	Root_Reproductive_CONMIN_56_4_F2
358H_RT	5_pht1;6	Root	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Root_Reproductive	Root_5_pht1;6	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_56	Root_Reproductive_CONMIN_5_pht1;6	Root_Reproductive_CONMIN_56_5_pht1;6
359H_RT	5_pht1;6	Root	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Root_Reproductive	Root_5_pht1;6	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_56	Root_Reproductive_CONMIN_5_pht1;6	Root_Reproductive_CONMIN_56_5_pht1;6
360H_RT	5_pht1;6	Root	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Root_Reproductive	Root_5_pht1;6	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_56	Root_Reproductive_CONMIN_5_pht1;6	Root_Reproductive_CONMIN_56_5_pht1;6
340H_RH	2_DK105	Rhizosphere	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_2_DK105	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_56	Rhizosphere_Reproductive_CONMIN_2_DK105	Rhizosphere_Reproductive_CONMIN_56_2_DK105
341H_RH	2_DK105	Rhizosphere	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_2_DK105	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_56	Rhizosphere_Reproductive_CONMIN_2_DK105	Rhizosphere_Reproductive_CONMIN_56_2_DK105
342H_RH	2_DK105	Rhizosphere	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_2_DK105	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_56	Rhizosphere_Reproductive_CONMIN_2_DK105	Rhizosphere_Reproductive_CONMIN_56_2_DK105
346H_RH	3_PH207	Rhizosphere	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_3_PH207	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_56	Rhizosphere_Reproductive_CONMIN_3_PH207	Rhizosphere_Reproductive_CONMIN_56_3_PH207
347H_RH	3_PH207	Rhizosphere	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_3_PH207	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_56	Rhizosphere_Reproductive_CONMIN_3_PH207	Rhizosphere_Reproductive_CONMIN_56_3_PH207
348H_RH	3_PH207	Rhizosphere	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_3_PH207	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_56	Rhizosphere_Reproductive_CONMIN_3_PH207	Rhizosphere_Reproductive_CONMIN_56_3_PH207
352H_RH	4_F2	Rhizosphere	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_4_F2	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_56	Rhizosphere_Reproductive_CONMIN_4_F2	Rhizosphere_Reproductive_CONMIN_56_4_F2
353H_RH	4_F2	Rhizosphere	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_4_F2	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_56	Rhizosphere_Reproductive_CONMIN_4_F2	Rhizosphere_Reproductive_CONMIN_56_4_F2
354H_RH	4_F2	Rhizosphere	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_4_F2	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_56	Rhizosphere_Reproductive_CONMIN_4_F2	Rhizosphere_Reproductive_CONMIN_56_4_F2
358H_RH	5_pht1;6	Rhizosphere	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_5_pht1;6	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_56	Rhizosphere_Reproductive_CONMIN_5_pht1;6	Rhizosphere_Reproductive_CONMIN_56_5_pht1;6
359H_RH	5_pht1;6	Rhizosphere	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_5_pht1;6	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_56	Rhizosphere_Reproductive_CONMIN_5_pht1;6	Rhizosphere_Reproductive_CONMIN_56_5_pht1;6
360H_RH	5_pht1;6	Rhizosphere	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_5_pht1;6	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_56	Rhizosphere_Reproductive_CONMIN_5_pht1;6	Rhizosphere_Reproductive_CONMIN_56_5_pht1;6
364H_RT	1_B73	Root	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Root_Reproductive	Root_1_B73	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_96	Root_Reproductive_CONMIN_1_B73	Root_Reproductive_CONMIN_96_1_B73
365H_RT	1_B73	Root	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Root_Reproductive	Root_1_B73	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_96	Root_Reproductive_CONMIN_1_B73	Root_Reproductive_CONMIN_96_1_B73
366H_RT	1_B73	Root	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Root_Reproductive	Root_1_B73	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_96	Root_Reproductive_CONMIN_1_B73	Root_Reproductive_CONMIN_96_1_B73
370H_RT	2_DK105	Root	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Root_Reproductive	Root_2_DK105	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_96	Root_Reproductive_CONMIN_2_DK105	Root_Reproductive_CONMIN_96_2_DK105
371H_RT	2_DK105	Root	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Root_Reproductive	Root_2_DK105	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_96	Root_Reproductive_CONMIN_2_DK105	Root_Reproductive_CONMIN_96_2_DK105
372H_RT	2_DK105	Root	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Root_Reproductive	Root_2_DK105	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_96	Root_Reproductive_CONMIN_2_DK105	Root_Reproductive_CONMIN_96_2_DK105
376H_RT	3_PH207	Root	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Root_Reproductive	Root_3_PH207	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_96	Root_Reproductive_CONMIN_3_PH207	Root_Reproductive_CONMIN_96_3_PH207
377H_RT	3_PH207	Root	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Root_Reproductive	Root_3_PH207	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_96	Root_Reproductive_CONMIN_3_PH207	Root_Reproductive_CONMIN_96_3_PH207
378H_RT	3_PH207	Root	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Root_Reproductive	Root_3_PH207	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_96	Root_Reproductive_CONMIN_3_PH207	Root_Reproductive_CONMIN_96_3_PH207
382H_RT	4_F2	Root	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Root_Reproductive	Root_4_F2	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_96	Root_Reproductive_CONMIN_4_F2	Root_Reproductive_CONMIN_96_4_F2
383H_RT	4_F2	Root	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Root_Reproductive	Root_4_F2	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_96	Root_Reproductive_CONMIN_4_F2	Root_Reproductive_CONMIN_96_4_F2
384H_RT	4_F2	Root	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Root_Reproductive	Root_4_F2	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_96	Root_Reproductive_CONMIN_4_F2	Root_Reproductive_CONMIN_96_4_F2
364H_RH	1_B73	Rhizosphere	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_1_B73	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_96	Rhizosphere_Reproductive_CONMIN_1_B73	Rhizosphere_Reproductive_CONMIN_96_1_B73
365H_RH	1_B73	Rhizosphere	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_1_B73	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_96	Rhizosphere_Reproductive_CONMIN_1_B73	Rhizosphere_Reproductive_CONMIN_96_1_B73
366H_RH	1_B73	Rhizosphere	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_1_B73	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_96	Rhizosphere_Reproductive_CONMIN_1_B73	Rhizosphere_Reproductive_CONMIN_96_1_B73
370H_RH	2_DK105	Rhizosphere	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_2_DK105	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_96	Rhizosphere_Reproductive_CONMIN_2_DK105	Rhizosphere_Reproductive_CONMIN_96_2_DK105
371H_RH	2_DK105	Rhizosphere	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_2_DK105	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_96	Rhizosphere_Reproductive_CONMIN_2_DK105	Rhizosphere_Reproductive_CONMIN_96_2_DK105
372H_RH	2_DK105	Rhizosphere	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_2_DK105	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_96	Rhizosphere_Reproductive_CONMIN_2_DK105	Rhizosphere_Reproductive_CONMIN_96_2_DK105
376H_RH	3_PH207	Rhizosphere	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_3_PH207	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_96	Rhizosphere_Reproductive_CONMIN_3_PH207	Rhizosphere_Reproductive_CONMIN_96_3_PH207
377H_RH	3_PH207	Rhizosphere	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_3_PH207	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_96	Rhizosphere_Reproductive_CONMIN_3_PH207	Rhizosphere_Reproductive_CONMIN_96_3_PH207
378H_RH	3_PH207	Rhizosphere	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_3_PH207	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_96	Rhizosphere_Reproductive_CONMIN_3_PH207	Rhizosphere_Reproductive_CONMIN_96_3_PH207
382H_RH	4_F2	Rhizosphere	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_4_F2	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_96	Rhizosphere_Reproductive_CONMIN_4_F2	Rhizosphere_Reproductive_CONMIN_96_4_F2
383H_RH	4_F2	Rhizosphere	DOK	CONMIN	96	NA	B1	Reproductive	bourceret_2019_005	Rhizosphere_Reproductive	Rhizosphere_4_F2	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_96	Rhizosphere_Reproductive_CONMIN_4_F2	Rhizosphere_Reproductive_CONMIN_96_4_F2
