source	target	weight	p
OTU_1	OTU_15	-0.516689470366145	0
OTU_109	OTU_15	-0.607855182670564	0
OTU_11	OTU_16	0.579945861644481	0
OTU_12	OTU_16	0.71257569784545	0
OTU_109	OTU_21	0.745231711853014	0
OTU_11	OTU_21	-0.528016862298627	0
OTU_15	OTU_21	-0.612734702346443	0
OTU_11	OTU_4	0.500527964419547	0
OTU_12	OTU_4	0.507831362703428	0
OTU_15	OTU_4	0.546320806807504	0
OTU_16	OTU_4	0.531078329096421	0
OTU_109	OTU_494	0.719339120698258	0
OTU_21	OTU_494	0.649571924361966	0
OTU_109	OTU_505	0.58216917807462	0
OTU_11	OTU_505	-0.516596829270586	0
OTU_21	OTU_505	0.668058962987583	0
OTU_494	OTU_505	0.619400648326867	0
OTU_15	OTU_51	0.543594551757581	0
OTU_109	OTU_52	0.578227655466895	0
OTU_15	OTU_52	-0.560318907101668	0
OTU_21	OTU_52	0.601392575903707	0
OTU_494	OTU_52	0.537680245589694	0
OTU_109	OTU_53	-0.540854878726243	0
OTU_11	OTU_53	0.53145571275648	0
OTU_15	OTU_53	0.738011438655852	0
OTU_21	OTU_53	-0.560374433598993	0
OTU_4	OTU_53	0.59773765906111	0
OTU_12	OTU_8	-0.516598975561142	0
OTU_16	OTU_8	-0.509820533901803	0
OTU_4	OTU_8	-0.522849747040893	0
OTU_109	OTU_80	0.791882102571885	0
OTU_15	OTU_80	-0.555078160025034	0
OTU_21	OTU_80	0.734370078117015	0
OTU_494	OTU_80	0.720677829251138	0
OTU_505	OTU_80	0.646940397269713	0
OTU_52	OTU_80	0.532697215637904	0
OTU_53	OTU_80	-0.514901825533049	0
OTU_15	OTU_93	0.560648981492229	0
OTU_51	OTU_93	0.628526044414521	0
OTU_7	OTU_93	0.585434289069843	0
OTU_11	PE.34.3	0.546561118382912	0
OTU_4	PE.34.3	0.589244021494341	0
OTU_53	PE.34.3	0.501094576607432	0
OTU_8	PE.34.3	-0.52933594605216	0
PE.34.3	PE.36.6	0.723563366932233	0
OTU_11	PE.36.5	0.65659725322401	0
OTU_16	PE.36.5	0.557816539914321	0
OTU_4	PE.36.5	0.627358885603306	0
OTU_505	PE.36.5	-0.58043621765348	0
OTU_53	PE.36.5	0.550575057034019	0
OTU_8	PE.36.5	-0.562770082127483	0
PE.34.3	PE.36.5	0.899536633100458	0
PE.36.6	PE.36.5	0.729110224330913	0
OTU_109	PE.36.4	-0.536868877593447	0
OTU_11	PE.36.4	0.675867179127092	0
OTU_15	PE.36.4	0.560863170307064	0
OTU_21	PE.36.4	-0.625373077694403	0
OTU_4	PE.36.4	0.636874143646069	0
OTU_494	PE.36.4	-0.512319619319708	0
OTU_505	PE.36.4	-0.586967956231805	0
OTU_52	PE.36.4	-0.522988529559984	0
OTU_53	PE.36.4	0.608138032938576	0
OTU_80	PE.36.4	-0.563296465552734	0
PE.34.3	PE.36.4	0.734351714966253	0
PE.36.5	PE.36.4	0.858445193981606	0
OTU_11	PC.34.2	0.675223875727856	0
OTU_16	PC.34.2	0.533928011858429	0
OTU_21	PC.34.2	-0.543295597474283	0
OTU_4	PC.34.2	0.602873342893564	0
OTU_505	PC.34.2	-0.567192440594934	0
OTU_53	PC.34.2	0.546308194719983	0
OTU_80	PC.34.2	-0.505944188411768	0
PE.34.3	PC.34.2	0.65462312763984	0
PE.36.5	PC.34.2	0.824696103063168	0
PE.36.4	PC.34.2	0.922953680686834	0
PE.36.6	PC.36.6	0.803775008166648	0
MGDG.34.3	PC.36.6	0.633920178676582	0
OTU_109	PC.36.4	-0.518301708785702	0
OTU_11	PC.36.4	0.70004170424441	0
OTU_15	PC.36.4	0.536340598822493	0
OTU_16	PC.36.4	0.519988971623314	0
OTU_21	PC.36.4	-0.609573977734597	0
OTU_4	PC.36.4	0.630720059775774	0
OTU_505	PC.36.4	-0.596351732226238	0
OTU_52	PC.36.4	-0.517199181792408	0
OTU_53	PC.36.4	0.605571485486439	0
OTU_80	PC.36.4	-0.571673176254454	0
PE.34.3	PC.36.4	0.617926530170043	0
PE.36.5	PC.36.4	0.821535164168777	0
PE.36.4	PC.36.4	0.941392886373876	0
PC.34.2	PC.36.4	0.964000667711171	0
PE.36.6	MGDG.36.6	0.5920066483655	0
MGDG.34.3	MGDG.36.6	0.737913652990985	0
PC.36.6	MGDG.36.6	0.866171081690275	0
PE.36.6	MGDG.36.5	0.562062164560134	0
MGDG.34.3	MGDG.36.5	0.803837507509887	0
PC.36.6	MGDG.36.5	0.822311264492645	0
MGDG.36.6	MGDG.36.5	0.886124928034733	0
PE.36.6	DGDG.34.3	0.510302820696808	0
MGDG.34.3	DGDG.34.3	0.901276460375862	0
PC.36.6	DGDG.34.3	0.793399687762836	0
MGDG.36.6	DGDG.34.3	0.876135420002134	0
MGDG.36.5	DGDG.34.3	0.912001449446091	0
OTU_109	DGDG.34.2	-0.590510333995893	0
OTU_11	DGDG.34.2	0.554485194480015	0
OTU_15	DGDG.34.2	0.672836330264347	0
OTU_21	DGDG.34.2	-0.654061164331285	0
OTU_4	DGDG.34.2	0.528566721769206	0
OTU_494	DGDG.34.2	-0.559767517846921	0
OTU_505	DGDG.34.2	-0.546795447534514	0
OTU_52	DGDG.34.2	-0.602442878898183	0
OTU_53	DGDG.34.2	0.640895807991898	0
OTU_80	DGDG.34.2	-0.599060636950371	0
PE.36.5	DGDG.34.2	0.531289958158196	0
PE.36.4	DGDG.34.2	0.699831782903888	0
PC.34.2	DGDG.34.2	0.630178957250863	0
PC.36.4	DGDG.34.2	0.724496949555192	0
OTU_109	DGDG.36.4	-0.563671593082676	0
OTU_15	DGDG.36.4	0.619456964315604	0
OTU_21	DGDG.36.4	-0.59076827325527	0
OTU_494	DGDG.36.4	-0.53026678471141	0
OTU_52	DGDG.36.4	-0.565986520112604	0
OTU_53	DGDG.36.4	0.51801882304745	0
OTU_80	DGDG.36.4	-0.564131865802753	0
PE.36.4	DGDG.36.4	0.558290773761752	0
PC.36.4	DGDG.36.4	0.59398180175266	0
DGDG.34.2	DGDG.36.4	0.932517781398156	0
DAG.34.2	DAG.36.5	0.596798801050342	0
PE.36.4	DAG.36.4	0.559377255682962	0
PC.36.6	DAG.36.4	-0.649995428907728	0
PC.36.4	DAG.36.4	0.505351138722806	0
DGDG.34.2	DAG.36.4	0.580133477782412	0
DGDG.36.4	DAG.36.4	0.596783786080094	0
DAG.34.2	DAG.36.4	0.792831932741456	0
DAG.36.5	DAG.36.4	0.563472849526446	0
OTU_109	PE.36.2	-0.553112734527869	0
OTU_11	PE.36.2	0.680088963769852	0
OTU_15	PE.36.2	0.578992651682875	0
OTU_21	PE.36.2	-0.651052290219529	0
OTU_4	PE.36.2	0.638862235814722	0
OTU_494	PE.36.2	-0.534724236125198	0
OTU_505	PE.36.2	-0.611475965420941	0
OTU_52	PE.36.2	-0.55115516789914	0
OTU_53	PE.36.2	0.635249186996226	0
OTU_80	PE.36.2	-0.591267076771278	0
PE.34.3	PE.36.2	0.731749005093383	0
PE.36.5	PE.36.2	0.835254922020338	0
PE.36.4	PE.36.2	0.971792929761959	0
PC.34.2	PE.36.2	0.886201125369664	0
PC.36.4	PE.36.2	0.914493181673187	0
DGDG.34.2	PE.36.2	0.701787039252825	0
DGDG.36.4	PE.36.2	0.561033942499796	0
DAG.36.4	PE.36.2	0.521118414511479	0
OTU_11	PC.34.1	0.516427718329937	0
OTU_4	PC.34.1	0.52030591136359	0
PE.34.3	PC.34.1	0.527252063463707	0
PE.36.5	PC.34.1	0.719459470182049	0
PE.36.4	PC.34.1	0.815325312390595	0
PC.34.2	PC.34.1	0.882497846678622	0
PC.36.4	PC.34.1	0.876949505662005	0
DGDG.34.2	PC.34.1	0.517187532715177	0
PE.36.2	PC.34.1	0.777237060381297	0
OTU_109	MGDG.34.2	-0.527387887506001	0
OTU_21	MGDG.34.2	-0.574538784263756	0
OTU_494	MGDG.34.2	-0.503253769676868	0
OTU_505	MGDG.34.2	-0.532364757012194	0
OTU_52	MGDG.34.2	-0.513811674232024	0
OTU_53	MGDG.34.2	0.528854917597062	0
OTU_80	MGDG.34.2	-0.580134713873967	0
PE.36.5	MGDG.34.2	0.521676676933959	0
PE.36.4	MGDG.34.2	0.638837487004066	0
PC.34.2	MGDG.34.2	0.659329269988718	0
PC.36.4	MGDG.34.2	0.730637903434402	0
DGDG.34.2	MGDG.34.2	0.843383243852208	0
DGDG.36.4	MGDG.34.2	0.827863358672499	0
PE.36.2	MGDG.34.2	0.646612471324003	0
PC.34.1	MGDG.34.2	0.624033850813126	0
OTU_109	MGDG.36.2	-0.573910920842341	0
OTU_11	MGDG.36.2	0.599133048748578	0
OTU_15	MGDG.36.2	0.589180907808493	0
OTU_21	MGDG.36.2	-0.653317287148229	0
OTU_4	MGDG.36.2	0.543319392364883	0
OTU_494	MGDG.36.2	-0.546139649085958	0
OTU_505	MGDG.36.2	-0.599708088856909	0
OTU_52	MGDG.36.2	-0.593485599599584	0
OTU_53	MGDG.36.2	0.644851300213209	0
OTU_80	MGDG.36.2	-0.632313005301534	0
PE.36.5	MGDG.36.2	0.628726928490655	0
PE.36.4	MGDG.36.2	0.754177201132496	0
PC.34.2	MGDG.36.2	0.751161834417657	0
PC.36.4	MGDG.36.2	0.834830614956226	0
DGDG.34.2	MGDG.36.2	0.882134231851255	0
DGDG.36.4	MGDG.36.2	0.801851693183574	0
PE.36.2	MGDG.36.2	0.784489602086831	0
PC.34.1	MGDG.36.2	0.676829411481133	0
MGDG.34.2	MGDG.36.2	0.930086556310935	0
OTU_109	DGDG.34.1	-0.539082139177208	0
OTU_15	DGDG.34.1	0.50594831625515	0
OTU_21	DGDG.34.1	-0.550083955370684	0
OTU_52	DGDG.34.1	-0.538434908312794	0
OTU_80	DGDG.34.1	-0.544623677688286	0
PE.36.5	DGDG.34.1	0.535436405083018	0
PE.36.4	DGDG.34.1	0.683041327146364	0
PC.34.2	DGDG.34.1	0.653600461969345	0
PC.36.4	DGDG.34.1	0.746456047434453	0
DGDG.34.2	DGDG.34.1	0.807112983941623	0
DGDG.36.4	DGDG.34.1	0.781769859249843	0
DAG.36.4	DGDG.34.1	0.527719897113796	0
PE.36.2	DGDG.34.1	0.662802547156137	0
PC.34.1	DGDG.34.1	0.691447249503728	0
MGDG.34.2	DGDG.34.1	0.807301125535546	0
MGDG.36.2	DGDG.34.1	0.789024060549839	0
OTU_11	DGDG.34.0	0.533643190202231	0
OTU_21	DGDG.34.0	-0.522705979307675	0
OTU_505	DGDG.34.0	-0.564976939436141	0
OTU_52	DGDG.34.0	-0.500987483240652	0
OTU_53	DGDG.34.0	0.563554273546177	0
OTU_80	DGDG.34.0	-0.504684701776668	0
PE.34.3	DGDG.34.0	0.506900045932038	0
PE.36.5	DGDG.34.0	0.657868460582302	0
PE.36.4	DGDG.34.0	0.586717931281763	0
PC.34.2	DGDG.34.0	0.614541869249097	0
PC.36.4	DGDG.34.0	0.675181782407599	0
DGDG.34.2	DGDG.34.0	0.670901249958559	0
DGDG.36.4	DGDG.34.0	0.560114711321489	0
PE.36.2	DGDG.34.0	0.628183231963201	0
PC.34.1	DGDG.34.0	0.52337522043538	0
MGDG.34.2	DGDG.34.0	0.767291283943491	0
MGDG.36.2	DGDG.34.0	0.826266351765211	0
DGDG.34.1	DGDG.34.0	0.659300992537811	0
OTU_109	DGDG.36.2	-0.604742255116988	0
OTU_11	DGDG.36.2	0.591779346979017	0
OTU_15	DGDG.36.2	0.645287510578792	0
OTU_21	DGDG.36.2	-0.666416645101711	0
OTU_4	DGDG.36.2	0.53595665497582	0
OTU_494	DGDG.36.2	-0.56415106424363	0
OTU_505	DGDG.36.2	-0.590295716944803	0
OTU_52	DGDG.36.2	-0.62190210858316	0
OTU_53	DGDG.36.2	0.673433000395477	0
OTU_80	DGDG.36.2	-0.636523719781431	0
PE.36.5	DGDG.36.2	0.604209920595935	0
PE.36.4	DGDG.36.2	0.739246326676435	0
PC.34.2	DGDG.36.2	0.70040065548651	0
PC.36.4	DGDG.36.2	0.790743376570817	0
DGDG.34.2	DGDG.36.2	0.941072339229811	0
DGDG.36.4	DGDG.36.2	0.860448124298896	0
DAG.36.4	DGDG.36.2	0.519673527647391	0
PE.36.2	DGDG.36.2	0.767261730244845	0
PC.34.1	DGDG.36.2	0.594647432723807	0
MGDG.34.2	DGDG.36.2	0.880899817478757	0
MGDG.36.2	DGDG.36.2	0.965483490505815	0
DGDG.34.1	DGDG.36.2	0.790381877005566	0
DGDG.34.0	DGDG.36.2	0.793018797925922	0
OTU_109	DGDG.36.1	-0.582428648458923	0
OTU_11	DGDG.36.1	0.586091371146605	0
OTU_15	DGDG.36.1	0.59441146440666	0
OTU_21	DGDG.36.1	-0.63001815687935	0
OTU_4	DGDG.36.1	0.549286937833557	0
OTU_494	DGDG.36.1	-0.534904206886131	0
OTU_505	DGDG.36.1	-0.599582425671302	0
OTU_52	DGDG.36.1	-0.596018205878464	0
OTU_53	DGDG.36.1	0.623691197150334	0
OTU_80	DGDG.36.1	-0.601142376340049	0
PE.34.3	DGDG.36.1	0.52578401228238	0
PE.36.5	DGDG.36.1	0.713048777444144	0
PE.36.4	DGDG.36.1	0.766380841362749	0
PC.34.2	DGDG.36.1	0.72781954596576	0
PC.36.4	DGDG.36.1	0.823308925491787	0
DGDG.34.2	DGDG.36.1	0.835890588331916	0
DGDG.36.4	DGDG.36.1	0.736594920860706	0
PE.36.2	DGDG.36.1	0.783940639648643	0
PC.34.1	DGDG.36.1	0.699443225503746	0
MGDG.34.2	DGDG.36.1	0.823981830705868	0
MGDG.36.2	DGDG.36.1	0.894708076039845	0
DGDG.34.1	DGDG.36.1	0.896215633107794	0
DGDG.34.0	DGDG.36.1	0.848462184744819	0
DGDG.36.2	DGDG.36.1	0.893425685081753	0
MGDG.34.3	TAG.48.1	-0.650652020870471	0
PC.36.6	TAG.48.1	-0.693145507285328	0
MGDG.36.6	TAG.48.1	-0.660281975500513	0
MGDG.36.5	TAG.48.1	-0.694460549345129	0
DGDG.34.3	TAG.48.1	-0.690090888398533	0
DAG.34.2	TAG.48.1	0.55743875615782	0
DAG.36.4	TAG.48.1	0.749946518732351	0
MGDG.34.3	TAG.48.0	-0.631263293022863	0
PC.36.6	TAG.48.0	-0.712740217011602	0
MGDG.36.6	TAG.48.0	-0.672627593659695	0
MGDG.36.5	TAG.48.0	-0.688281394670048	0
DGDG.34.3	TAG.48.0	-0.695341355327275	0
DAG.34.2	TAG.48.0	0.636867069068126	0
DAG.36.4	TAG.48.0	0.768726354739674	0
