PE.34.3	PE.36.6	PE.36.5	PE.36.4	PC.34.2	MGDG.34.3	PC.36.6	PC.36.4	MGDG.36.6	MGDG.36.5	DGDG.34.3	DGDG.34.2	DGDG.36.4	DAG.34.2	DAG.36.5	DAG.36.4	PE.36.2	PC.34.1	MGDG.34.2	MGDG.36.2	DGDG.34.1	DGDG.34.0	DGDG.36.2	DGDG.36.1	TAG.48.1	TAG.48.0	TAG.50.3	TAG.50.2	TAG.50.1	TAG.50.0	TAG.52.5	TAG.52.4	TAG.52.3	TAG.52.2	TAG.52.1	TAG.52.0	TAG.54.9	TAG.54.8	TAG.54.6	TAG.54.5	TAG.54.4	TAG.54.3	TAG.54.2	TAG.56.6	TAG.56.5	TAG.56.3	TAG.56.2	TAG.58.4	TAG.58.3	TAG.54.0	TAG.56.0	TAG.58.2	PS.38.1	PS.38.0	PS.40.2	PS.40.1	SQDG.32.0	SQDG.34.3	SQDG.34.2
OTUF_70	29.9384579386106	13.9159387163781	27.0168191071009	17.6204351989983	22.0469889852313	4.23490638627948	16.919497286688	20.1695278760268	11.5287581508025	18.3122369688572	15.7817201823343	14.4287134676105	10.9437924700495	12.7891590193554	8.82307174095421	5.44163525956248	22.9639845572736	15.5423930831869	13.6626327262935	18.5740370960359	5.61936665998178	20.6745306390297	19.9207666871498	20.0961669199663	6.78537761243787	8.60444304672457	21.0273998214704	5.99296766464019	7.18527832282467	11.4264074680257	11.6455102192809	4.94430622327322	28.5551206383042	24.896345076007	12.8738882778441	7.16483389342701	11.7697610670624	7.51068057970838	5.9599236812534	22.6929678678548	20.3547952495714	27.7128143452763	15.9493224623822	22.4737170300298	25.4723433717615	27.4945637785202	8.0900917561673	23.4717120562075	30.9109443585632	5.66231005038292	6.87375318388184	15.6238356057326	10.6142816238613	10.9651044391714	14.0311090513339	12.7177136769342	6.42034944545497	17.9411088990717	16.5642368211891
OTUF_90	14.9731677217045	11.2187425507718	18.5837212541316	10.7273786256862	13.4156405293461	7.29627537780567	13.4231316004741	15.9801185641278	12.5217345665648	12.744081186527	12.382713494564	15.566463078552	10.6505937143795	16.6828584308352	12.8993964691871	15.0365124723277	12.4885746855355	10.3406047854404	12.2691348516705	20.6818081246923	6.67369320521107	18.3034484498427	22.70513917947	22.3126152209781	5.03282979763285	4.67279974559887	18.3543780392249	16.4885101508097	7.90685210613422	9.66270026027922	26.9087930437989	18.5551759277615	20.190256204328	18.185772925291	15.6399996513643	10.6868094416184	15.320721782428	6.54033809782691	11.3388080843813	18.7841653034573	19.7267224762034	18.834410621686	18.3250326741773	26.3421294516113	18.6684281523194	11.2012611191298	16.1631009535656	20.0350578660127	19.3900096030528	7.0019832629282	5.39914724373125	12.8915948664949	16.0295353255748	4.75602302377678	14.1833539257632	18.7362942527455	14.1723743774346	4.6611834189466	17.4324406125201
OTUF_68	14.6357043498253	4.18653304043027	8.92384637001227	19.7168238920517	16.0382415219437	25.1609932429161	9.3201107448214	18.1245365266072	14.0323545685871	18.9366887852825	18.8347152888733	14.7452173812423	12.9947218312942	8.90248732944464	7.35274703519096	6.32203672662042	19.1554504176077	14.5634362813512	18.2148338802996	15.0412580774266	13.6858365204489	11.6595386632429	15.6335732896448	17.3465835997178	15.9921300106847	8.66475012320585	12.174004129013	15.5752155365994	27.1829064006388	8.1902366258775	2.55327887747881	9.53687240463906	18.3009805078999	22.5767348601308	24.1407849398089	7.45311476010244	7.89270019869538	5.10531356863754	8.52330697531906	16.6453511812343	19.6811914598564	25.4930271858697	22.2776842357445	13.2894724702158	14.2365174357288	23.6357671031104	15.7140737240377	18.519037494676	18.7707388435413	8.64508672344202	7.69534038018887	15.9305276105544	7.58021716634702	8.62860979147974	9.96603172038284	9.24909473103366	13.4009742210502	14.7842061955	22.5079931621813
OTUF_43	6.36252201161827	2.87069302582664	18.0479536374036	13.5531523489039	25.2312302279443	7.46230351157357	11.4363891484778	22.6837684417868	11.423591771454	6.93390201884106	7.44097580142899	17.0872976126311	14.8812819224897	3.08342451024629	2.11801504509488	13.9036104236379	18.9011775207435	23.7306080286172	27.6854234591854	23.031248947498	29.8161511544211	19.5196817327982	22.2025743469586	26.6135958664917	7.85685895115253	4.01823902678714	6.57079638534216	8.12303467561951	7.94866520351509	6.78669293922425	7.20712576187203	10.3169299530153	19.9596978661402	15.8074871438803	8.19148317109097	6.93507206286524	5.26942110026425	4.31709901220524	12.5211795282167	22.4714827736594	21.6882669724907	18.9080272238914	10.9916787088273	21.2635857908974	20.7947912202911	16.2735168902117	10.0046048221231	18.2261872128397	16.7139734178812	9.68564051425991	11.5942857525786	11.4828927778802	16.0330945429554	7.65972291252313	11.9024427349014	4.75135556098105	4.88152385187957	10.573887271906	7.78023243074188
OTUF_64	4.91498115902678	1.72516161905371	8.33995800417827	23.4379447113572	17.9549432175871	16.4794900080045	11.8084362647256	23.161434809318	15.312190723325	11.0009660168567	12.4071509250958	23.4348555883897	17.3438923217527	3.0446499406153	-0.260706371146592	10.6275788997328	23.9715551618871	10.1441386661434	16.7309391499197	18.9055675042598	20.1583246351418	9.94251322373136	17.4763919550174	17.3997867985649	11.4975618275081	4.65024073800081	6.69454420506644	13.9752870534016	18.7095548502989	4.92045589675533	3.65284434900589	23.4508871200033	14.3497918376578	17.956160267617	20.735014360935	11.3238141450767	3.75978412598646	3.6298176113329	25.8006120746273	17.4383947868377	19.2275190838484	15.216994153513	22.9421343518055	13.6025387613704	17.2196723128014	16.0403268455097	23.9682020046136	20.0761307072868	14.7879277735275	6.03783558105092	6.83535763490358	21.9824021911624	9.70558367110027	2.96366574704241	7.3563051950419	2.47093920584531	6.58886856406243	6.06625976430081	5.79752486751688
OTUF_25	5.78747147944107	8.33225300959748	7.41394166882813	6.5974424106833	8.50828096004617	5.33770629916651	10.894490236463	8.82442567165012	3.6498697083673	6.7667118228051	5.02984532806485	8.42927693704979	6.38005578978192	33.7458361318565	45.2865283992823	34.2363826295214	6.63789640311394	11.9744253517915	8.33736131531524	9.51808411918562	6.64249505742288	10.6466335696749	8.82068164354423	9.56059876587798	8.55942104664328	9.55068088457962	7.04083891526981	12.3330354189668	17.0930866609762	26.8552534147098	3.23824751734615	1.95733020037994	10.1932593707792	9.25692253027733	15.448512083339	27.5448970086132	10.2717983859704	23.7036133081858	1.52141236665432	8.26062985092768	6.91611940211904	10.2413778191546	7.49720564624845	9.02100302144948	11.8026374479151	6.28427914781467	5.89714995336933	8.06285903276275	11.8993752563999	20.6834098634588	20.3573840563051	8.93769941843739	37.6500140651561	2.73808404431176	23.9569176800928	37.7475621312137	31.1698325398057	5.41515940685479	11.2383168843891
OTUF_1	23.1157206572307	25.6406326152481	24.3078249575776	13.1222980512147	13.2474408920133	5.29243318986208	17.6511518600899	14.7659011640443	7.49568082733353	19.0982179761168	12.3342397893757	14.4574596867225	6.47326314014313	17.8441362324429	2.2584868515599	7.84211751837188	14.0657126886058	13.5871689148638	11.4112678212534	12.3797734079359	17.8442067992954	21.828472022196	15.8320096588267	20.931076735845	7.24196965551285	7.8518969878319	11.9982533736953	2.57842175641357	5.35042686862352	8.59636775536072	13.9906593405322	5.5344803912281	17.5037545558482	11.4284827218834	5.82100749413595	7.07546876891545	18.371516366116	14.7367625782853	8.74090404544727	15.642797284019	14.0626187934332	16.131154511145	8.83863391520075	15.3895519822697	18.3821885564965	12.749130810239	6.35582830600556	15.5099062199022	20.1910419355712	11.357599448799	12.2993110401977	13.0774084538218	10.4228789883502	7.48900612232538	9.26276102056815	10.1213330169282	11.4661390904903	9.39733451427315	9.72142807563083
OTUF_123	14.3396674330701	9.46632705908106	8.54067371535772	9.63112250520703	15.7299335317565	22.1987595808465	18.926076746818	10.0069910704881	29.9770179760487	23.0734285542709	28.7131365503664	12.2193926907857	10.7684078050732	8.05767243333507	7.93809054694196	15.0294457571548	9.10898280297112	10.8505475709834	12.0102185504657	10.7859357278929	9.0479218509542	10.9333054832315	8.17775189713939	7.46536223991064	26.8539984359214	20.8156070833155	5.91147186377792	21.0900532092106	16.9985829055918	16.271291469134	8.23104591047285	11.9627501359822	5.79192451872874	12.1169045893412	14.4897125011445	18.3642373124295	12.7047931685707	16.0097092770238	8.72327995894628	6.97334484094891	10.0800182558549	8.71975232087204	12.9709428004978	3.53115116227156	5.26465103579744	9.6559550520013	13.0663628821867	5.72108908932916	3.34323069612837	21.6332363651053	25.2380893695186	9.8415196367556	10.7133180683166	4.96378427020256	6.67206995353018	9.60241293424807	14.1021371083217	4.41397873942865	5.52724735254122
OTUF_9	7.9721981047159	11.2421279338901	6.55741364491793	4.48642583922832	11.2667365251354	3.1324711104855	24.6473796393596	10.9257823171898	6.55548921818339	7.65101427673113	7.00386533838969	5.18690079807008	3.95464743364316	28.3005941234078	17.0245916737	23.0104151965658	5.05099097448263	12.8349132726427	7.29302056024432	10.2355953177504	2.23065044794288	7.99546628719926	5.73885567492244	1.32803437577255	15.2880978623259	31.8655978816077	1.82091148543548	5.70586378502443	7.8833764611221	32.6805819863923	10.7237605854057	3.18989471468351	4.10760513575349	5.37127271073018	5.89557242385133	29.6202281077479	19.064569076527	35.2973897772287	2.34272950284068	4.95235985530362	5.52930229500277	5.0708416648541	4.53033526889737	2.85877871173434	14.8187718781616	7.72246953128062	4.05267065344279	4.59605274252091	1.80296783379687	27.4190247837456	28.5115467457298	4.7809711381769	24.074488642263	9.12308452023891	28.83277280533	16.1505198546292	13.2341741862893	19.5590873679795	26.0049019867611
OTUF_7	9.06827173836681	6.61169264461855	9.24747224645239	10.4020097405222	7.90055361904212	8.15261431714998	8.84381461238912	10.0487225824364	8.26847727352576	9.41976929656569	7.81514791783459	5.12270260932978	6.3095595669303	9.62576598345003	11.7976444779034	10.3132400501069	9.83026491071552	7.37057940377422	6.79368326597316	6.67747606807116	2.92205935470384	8.73524467235949	7.5794087426105	7.98668676428786	8.75667830210549	8.87820337486391	24.1163313531831	23.0388281326015	15.544132613728	10.3207425810439	18.9879927611084	21.3291338094941	16.4860088828893	17.9209033061207	16.6115359386802	9.35589824769591	9.38312641625399	8.01706769449687	13.8902232838029	16.8839766272169	14.4815687874456	15.1301193721056	14.1610152831626	15.1921833179559	9.63637092869423	13.9502226103252	18.2621020566031	13.9303982547727	15.060541113329	6.49349251289263	7.15960378421062	11.0095348537969	11.7300227802041	6.12186266451215	16.0937870382685	11.5011787378228	7.43021191547301	5.57369948982935	8.23312556458355
