Stage	Management	Genotype_1	Genotype_2	p_value	Fold_change	Meta	Sig	FDR	Sig_FDR
RP	NK	B73	pht1;6	0.00216450216450216	1.0694797776673	SQDG.32.0	TRUE	0.0237293570626903	TRUE
RP	NK	B73	pht1;6	0.00216450216450216	1.06534008649306	SQDG.34.3	TRUE	0.0237293570626903	TRUE
RP	NK	B73	pht1;6	0.00216450216450216	1.05944705014497	SQDG.34.2	TRUE	0.0237293570626903	TRUE
RP	NK	B73	pht1;6	0.00216450216450216	1.06333334574359	SQDG.36.4	TRUE	0.0237293570626903	TRUE
RP	NPK	B73	pht1;6	0.00812704263106845	1.03013844915084	PE.36.6	TRUE	0.0483541615617087	TRUE
RP	NPK	B73	pht1;6	0.0151515151515152	1.02085353679117	PE.36.5	TRUE	0.0659536541889485	FALSE
RP	NPK	B73	pht1;6	0.0151515151515152	1.0133216812919	PE.36.4	TRUE	0.0659536541889485	FALSE
RP	NPK	B73	pht1;6	0.0161224153433004	1.01931925572	MGDG.34.3	TRUE	0.0672145766424918	FALSE
RP	NPK	B73	pht1;6	0.00865800865800866	1.03189916894225	PC.36.6	TRUE	0.0483541615617087	TRUE
RP	NPK	B73	pht1;6	0.025974025974026	1.01412150459615	PC.36.4	TRUE	0.0686456400742116	FALSE
RP	NPK	B73	pht1;6	0.0151515151515152	1.01739548595235	MGDG.36.6	TRUE	0.0659536541889485	FALSE
RP	NPK	B73	pht1;6	0.0151515151515152	1.01427175128784	MGDG.36.5	TRUE	0.0659536541889485	FALSE
RP	NPK	B73	pht1;6	0.0102718377307058	1.02147439290178	MGDG.36.4	TRUE	0.0563048883016466	FALSE
RP	NPK	B73	pht1;6	0.00216450216450216	1.02027432385165	DGDG.34.3	TRUE	0.0237293570626903	TRUE
RP	NPK	B73	pht1;6	0.0161224153433004	1.01101029730175	DGDG.34.2	TRUE	0.0672145766424918	FALSE
RP	NPK	B73	pht1;6	0.0303479417395604	1.02365923524959	DGDG.36.6	TRUE	0.0761270402958464	FALSE
RP	NPK	B73	pht1;6	0.0129065704196534	1.01213261344795	DGDG.36.4	TRUE	0.0659536541889485	FALSE
RP	NPK	B73	pht1;6	0.025974025974026	1.0159126257343	DAG.36.4	TRUE	0.0686456400742116	FALSE
RP	NPK	B73	pht1;6	0.132034632034632	1.03833952335236	PC.34.1	FALSE	0.219563208327253	FALSE
RP	NPK	B73	pht1;6	0.0411255411255411	1.01302701332779	MGDG.34.2	TRUE	0.0973852813852813	FALSE
RP	NPK	B73	pht1;6	0.00865800865800866	1.04290480017707	MGDG.36.3_1	TRUE	0.0483541615617087	TRUE
RP	NPK	B73	pht1;6	0.108694580796525	1.00898948244503	MGDG.36.2	FALSE	0.184905723653859	FALSE
RP	NPK	B73	pht1;6	0.0151515151515152	1.02840248514347	DGDG.34.1	TRUE	0.0659536541889485	FALSE
RP	NPK	B73	pht1;6	0.0649350649350649	1.01055933088047	DGDG.36.2	FALSE	0.126603934987168	FALSE
RP	NPK	B73	pht1;6	0.00499812476508246	1.02882006089461	DGDG.36.1	TRUE	0.0336237484196456	TRUE
RP	NPK	B73	pht1;6	0.0200223867508669	-1.03329943194845	TAG.48.1	TRUE	0.0686456400742116	FALSE
RP	NPK	B73	pht1;6	0.025974025974026	-1.01857726462694	TAG.48.0	TRUE	0.0686456400742116	FALSE
RP	NPK	B73	pht1;6	0.00216450216450216	-1.04103902226674	TAG.50.3	TRUE	0.0237293570626903	TRUE
RP	NPK	B73	pht1;6	0.588744588744589	1.00631426697986	TAG.50.1	FALSE	0.702695154308058	FALSE
RP	NPK	B73	pht1;6	0.132034632034632	-1.00768921135298	TAG.50.0	FALSE	0.219563208327253	FALSE
RP	NPK	B73	pht1;6	0.025974025974026	1.02375236245843	TAG.52.5	TRUE	0.0686456400742116	FALSE
RP	NPK	B73	pht1;6	0.0303479417395604	1.02177196089416	TAG.52.4	TRUE	0.0761270402958464	FALSE
RP	NPK	B73	pht1;6	0.00216450216450216	1.05250556889879	TAG.52.3	TRUE	0.0237293570626903	TRUE
RP	NPK	B73	pht1;6	0.0411255411255411	1.02090092279924	TAG.52.2	TRUE	0.0973852813852813	FALSE
RP	NPK	B73	pht1;6	0.17965367965368	1.01705158860299	TAG.52.1	FALSE	0.27411076895613	FALSE
RP	NPK	B73	pht1;6	0.809854878604907	-1.0035080643694	TAG.52.0	FALSE	0.883875248838752	FALSE
RP	NPK	B73	pht1;6	0.0930735930735931	1.02826008097598	TAG.54.9	FALSE	0.162950729424718	FALSE
RP	NPK	B73	pht1;6	0.00216450216450216	1.03857900169362	TAG.54.8	TRUE	0.0237293570626903	TRUE
RP	NPK	B73	pht1;6	0.00216450216450216	1.04350965756908	TAG.54.5	TRUE	0.0237293570626903	TRUE
RP	NPK	B73	pht1;6	0.0193733848500302	1.02630336980689	TAG.54.4	TRUE	0.0686456400742116	FALSE
RP	NPK	B73	pht1;6	0.00812704263106845	1.02292602864999	TAG.54.3	TRUE	0.0483541615617087	TRUE
RP	NPK	B73	pht1;6	0.484848484848485	1.01368770831411	TAG.56.7	FALSE	0.595498554004778	FALSE
RP	NPK	B73	pht1;6	0.00865800865800866	-1.02530712217564	TAG.56.3	TRUE	0.0483541615617087	TRUE
RP	NPK	B73	pht1;6	0.0303479417395604	-1.01852798187654	TAG.56.2	TRUE	0.0761270402958464	FALSE
RP	NPK	B73	pht1;6	0.0411255411255411	1.02668329426167	TAG.60.5	TRUE	0.0973852813852813	FALSE
RP	NPK	B73	pht1;6	0.00499812476508246	1.01804239904506	TAG.54.0	TRUE	0.0336237484196456	TRUE
RP	NPK	B73	pht1;6	0.00432900432900433	1.01793317511109	TAG.56.0	TRUE	0.0336237484196456	TRUE
RP	NPK	B73	pht1;6	0.132034632034632	1.04286945592608	PS.38.0	FALSE	0.219563208327253	FALSE
RP	NPK	B73	pht1;6	0.0411255411255411	1.03284128934975	PS.40.2	TRUE	0.0973852813852813	FALSE
RP	NPK	B73	pht1;6	0.00865800865800866	1.03036458889339	PS.42.3	TRUE	0.0483541615617087	TRUE
RP	NPK	B73	pht1;6	0.00216450216450216	1.05632089155505	SQDG.32.0	TRUE	0.0237293570626903	TRUE
RP	NPK	B73	pht1;6	0.00216450216450216	1.06845364453571	SQDG.34.3	TRUE	0.0237293570626903	TRUE
RP	NPK	B73	pht1;6	0.00499812476508246	1.05772353912749	SQDG.34.2	TRUE	0.0336237484196456	TRUE
RP	NPK	B73	pht1;6	0.00216450216450216	1.05061262248021	SQDG.36.4	TRUE	0.0237293570626903	TRUE
