Kingdom	Phylum	Class	Order	Family	Genus
ASV_10410	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Thermasporomyces
ASV_10411	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
ASV_10412	Bacteria	Candidatus_Saccharibacteria	NA	NA	NA	NA
ASV_10413	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_10414	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	Kineosporia
ASV_10415	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus
ASV_10416	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Planosporangium
ASV_10417	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas
ASV_10418	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_10419	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga
ASV_10420	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	NA
ASV_10421	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
ASV_10422	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisphaera
ASV_10423	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes
ASV_10424	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Ideonella
ASV_10425	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_10426	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Kutzneria
ASV_10427	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pelagibacterium
ASV_10428	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	NA	NA
ASV_10429	Bacteria	Verrucomicrobia	Subdivision3	NA	NA	NA
ASV_10430	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	NA
ASV_10431	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
ASV_10432	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter
ASV_10433	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_10434	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA
ASV_10435	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	NA	NA
ASV_10436	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
ASV_10437	Bacteria	Acidobacteria	Acidobacteria_Gp1	NA	NA	NA
ASV_10438	Bacteria	Armatimonadetes	Armatimonadetes_gp5	NA	NA	NA
ASV_10439	Bacteria	Acidobacteria	Acidobacteria_Gp1	Gp1	NA	NA
ASV_10440	Bacteria	Verrucomicrobia	Subdivision3	NA	NA	NA
ASV_10441	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum
ASV_10442	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae_1	Thermoflavimicrobium
ASV_10443	Bacteria	Actinobacteria	NA	NA	NA	NA
ASV_10444	Bacteria	Candidatus_Saccharibacteria	NA	NA	NA	NA
ASV_10445	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes
ASV_10446	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea
ASV_10447	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Ohtaekwangia	NA
ASV_10448	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_10449	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV_10450	Bacteria	NA	NA	NA	NA	NA
ASV_10451	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium
ASV_10452	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
ASV_10453	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Sporocytophaga
ASV_10454	Bacteria	Acidobacteria	Acidobacteria_Gp3	Bryobacter	NA	NA
ASV_10455	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Catellatospora
ASV_10456	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_10457	Bacteria	Acidobacteria	Acidobacteria_Gp3	Candidatus_Solibacter	NA	NA
ASV_10458	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium
ASV_10459	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Polyangium
ASV_10460	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
ASV_10461	Bacteria	NA	NA	NA	NA	NA
ASV_10462	Bacteria	Acidobacteria	Acidobacteria_Gp3	Candidatus_Solibacter	NA	NA
ASV_10463	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia
ASV_10464	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_10465	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III
ASV_10466	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_10467	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	NA
ASV_10468	Bacteria	Acidobacteria	Acidobacteria_Gp3	Candidatus_Solibacter	NA	NA
ASV_10469	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_10470	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Adhaeribacter
ASV_10471	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella
ASV_10472	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_10473	Bacteria	Chloroflexi	Chloroflexia	NA	NA	NA
ASV_10474	Bacteria	NA	NA	NA	NA	NA
ASV_10475	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	NA
ASV_10476	Bacteria	NA	NA	NA	NA	NA
ASV_10477	Bacteria	NA	NA	NA	NA	NA
ASV_10478	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Actinosynnema
ASV_10479	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_10480	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea
ASV_10481	Bacteria	NA	NA	NA	NA	NA
ASV_10482	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_10483	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_10484	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Ohtaekwangia	NA
ASV_10485	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	NA
ASV_10486	Bacteria	Armatimonadetes	Armatimonadetes_gp5	NA	NA	NA
ASV_10487	Bacteria	NA	NA	NA	NA	NA
ASV_10488	Bacteria	Acidobacteria	Acidobacteria_Gp7	Gp7	NA	NA
ASV_10489	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Rhizocola
ASV_10490	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Marmoricola
ASV_10491	Bacteria	Chloroflexi	Chloroflexia	NA	NA	NA
ASV_10492	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_incertae_sedis	Bauldia
ASV_10493	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cryptosporangiaceae	Cryptosporangium
ASV_10494	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
ASV_10495	Bacteria	Acidobacteria	Acidobacteria_Gp7	Gp7	NA	NA
ASV_10496	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Cryomorpha
ASV_10497	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_10498	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	NA	NA
ASV_10499	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cryptosporangiaceae	Jatrophihabitans
ASV_10500	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Parasegetibacter
ASV_10501	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV_10502	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter
ASV_10503	Bacteria	Acidobacteria	Acidobacteria_Gp5	Gp5	NA	NA
ASV_10504	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_10505	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Brevibacillus
ASV_10506	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV_10507	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia
ASV_10508	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV_10509	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
ASV_10510	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
ASV_10511	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Methyloceanibacter
ASV_10512	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobineae_incertae_sedis	Aciditerrimonas
ASV_10513	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
ASV_10514	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus
ASV_10515	Bacteria	NA	NA	NA	NA	NA
ASV_10516	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
ASV_10517	Bacteria	NA	NA	NA	NA	NA
ASV_10518	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_10519	Bacteria	NA	NA	NA	NA	NA
ASV_10520	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA
ASV_10521	Bacteria	Acidobacteria	Acidobacteria_Gp22	Gp22	NA	NA
ASV_10522	Bacteria	NA	NA	NA	NA	NA
ASV_10523	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
ASV_10524	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides
ASV_10525	Bacteria	Latescibacteria	NA	NA	NA	NA
ASV_10526	Bacteria	NA	NA	NA	NA	NA
ASV_10527	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_10528	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter
ASV_10529	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
ASV_10530	Bacteria	Acidobacteria	Acidobacteria_Gp5	Gp5	NA	NA
ASV_10531	Bacteria	Acidobacteria	Acidobacteria_Gp3	Gp3	NA	NA
ASV_10532	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter
ASV_10533	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	NA
ASV_10534	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV_10535	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium
ASV_10536	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_10537	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium
ASV_10538	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV_10539	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Ferruginibacter
ASV_10540	Bacteria	Planctomycetes	NA	NA	NA	NA
ASV_10541	Bacteria	NA	NA	NA	NA	NA
ASV_10542	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	NA
ASV_10543	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_10544	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA
ASV_10545	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_10546	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_10547	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_10548	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_10549	Bacteria	Acidobacteria	Acidobacteria_Gp22	Gp22	NA	NA
ASV_10550	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
ASV_10551	Bacteria	NA	NA	NA	NA	NA
ASV_10552	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geothermobacter
ASV_10553	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NA	NA
ASV_10554	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
ASV_10555	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter
ASV_10556	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
ASV_10557	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax
ASV_10558	Bacteria	Armatimonadetes	Armatimonadetes_gp5	NA	NA	NA
ASV_10559	Bacteria	NA	NA	NA	NA	NA
ASV_10560	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium
ASV_10561	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Pseudonocardia
ASV_10562	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	NA	NA
ASV_10563	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	Rhizomicrobium	NA
ASV_10564	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
ASV_10565	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_10566	Bacteria	Acidobacteria	Acidobacteria_Gp5	Gp5	NA	NA
ASV_10567	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_10568	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Pseudonocardia
ASV_10569	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus
ASV_10570	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Reyranella	NA
ASV_10571	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_10572	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_10573	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_10574	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	NA
ASV_10575	Bacteria	NA	NA	NA	NA	NA
ASV_10576	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV_10577	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
ASV_10578	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cryptosporangiaceae	Jatrophihabitans
ASV_10579	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas
ASV_10580	Bacteria	Acidobacteria	Acidobacteria_Gp22	Gp22	NA	NA
ASV_10581	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA
ASV_10582	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
ASV_10583	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA
ASV_10584	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodomicrobium
ASV_10585	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV_10586	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobineae_incertae_sedis	Aciditerrimonas
ASV_10587	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium
ASV_10588	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Kribbella
ASV_10589	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA
ASV_10590	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia
ASV_10591	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
ASV_10592	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_10593	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_10594	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA
ASV_10595	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	NA
ASV_10596	Bacteria	NA	NA	NA	NA	NA
ASV_10597	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Polyangium
ASV_10598	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Hyalangium
ASV_10599	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga
ASV_10600	Bacteria	Verrucomicrobia	Subdivision3	NA	NA	NA
ASV_10601	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA
ASV_10602	Bacteria	Chloroflexi	Chloroflexia	NA	NA	NA
ASV_10603	Bacteria	Verrucomicrobia	Subdivision3	NA	NA	NA
ASV_10604	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter
ASV_10605	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	NA
ASV_10606	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	NA	NA
ASV_10607	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	NA
ASV_10608	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus
ASV_10609	Bacteria	Acidobacteria	Acidobacteria_Gp3	NA	NA	NA
ASV_10610	Bacteria	NA	NA	NA	NA	NA
ASV_10611	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	NA
ASV_10612	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Nevskia
ASV_10613	Bacteria	NA	NA	NA	NA	NA
ASV_10614	Bacteria	NA	NA	NA	NA	NA
ASV_10615	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
ASV_10616	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_10617	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	NA
ASV_10618	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	NA	NA
ASV_10619	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	NA
ASV_10620	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Rhizobacter
ASV_10621	Bacteria	Acidobacteria	Acidobacteria_Gp3	NA	NA	NA
ASV_10622	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
ASV_10623	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia
ASV_10624	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium
ASV_10625	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
ASV_10626	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter
ASV_10627	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV_10628	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis
ASV_10629	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV_10630	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella
ASV_10631	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
ASV_10632	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA
ASV_10633	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus
ASV_10634	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	Rhizomicrobium	NA
ASV_10635	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta
ASV_10636	Bacteria	Candidatus_Saccharibacteria	NA	NA	NA	NA
ASV_10637	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV_10638	Bacteria	Acidobacteria	Acidobacteria_Gp3	NA	NA	NA
ASV_10639	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Labilithrix
ASV_10640	Bacteria	NA	NA	NA	NA	NA
ASV_10641	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
ASV_10642	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
ASV_10643	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	NA	NA
ASV_10644	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	NA
ASV_10645	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV_10646	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV_10647	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium
ASV_10648	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella
ASV_10649	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira
ASV_10650	Bacteria	Verrucomicrobia	Subdivision3	NA	NA	NA
ASV_10651	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	NA
ASV_10652	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cryptosporangiaceae	Jatrophihabitans
ASV_10653	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes
ASV_10654	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
ASV_10655	Bacteria	Elusimicrobia	Endomicrobia	Candidatus_Endomicrobium	NA	NA
ASV_10656	Bacteria	NA	NA	NA	NA	NA
ASV_10657	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	NA
ASV_10658	Bacteria	NA	NA	NA	NA	NA
ASV_10659	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV_10660	Bacteria	NA	NA	NA	NA	NA
ASV_10661	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
ASV_10662	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobineae_incertae_sedis	Aciditerrimonas
ASV_10663	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Dactylosporangium
ASV_10664	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Kutzneria
ASV_10665	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylophilus
ASV_10666	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	NA
ASV_10667	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium
ASV_10668	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	NA
ASV_10669	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_10670	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris
ASV_10671	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter
ASV_10672	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
ASV_10673	Bacteria	Acidobacteria	Acidobacteria_Gp5	Gp5	NA	NA
ASV_10674	Bacteria	Acidobacteria	Acidobacteria_Gp10	Gp10	NA	NA
ASV_10675	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV_10676	Bacteria	Verrucomicrobia	Subdivision3	NA	NA	NA
ASV_10677	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium
ASV_10678	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis
ASV_10679	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium
ASV_10680	Bacteria	NA	NA	NA	NA	NA
ASV_10681	Bacteria	Verrucomicrobia	Subdivision3	NA	NA	NA
ASV_10682	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Micromonospora
ASV_10683	Bacteria	Planctomycetes	Phycisphaerae	NA	NA	NA
ASV_10684	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides
ASV_10685	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_10686	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_10687	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
ASV_10688	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris
ASV_10689	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV_10690	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Rhizobacter
ASV_10691	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	NA
ASV_10692	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Aquabacterium
ASV_10693	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella
