Kingdom	Phylum	Class	Order	Family	Genus
ASV_20140	Bacteria	NA	NA	NA	NA	NA
ASV_20141	Bacteria	NA	NA	NA	NA	NA
ASV_20142	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_20143	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_20144	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Ideonella
ASV_20145	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium
ASV_20146	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Couchioplanes
ASV_20147	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	NA
ASV_20148	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	NA	NA
ASV_20149	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea
ASV_20150	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia
ASV_20151	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Oerskovia
ASV_20152	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium
ASV_20153	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Pseudonocardia
ASV_20154	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
ASV_20155	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
ASV_20156	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	NA	NA
ASV_20157	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Byssovorax
ASV_20158	Bacteria	Acidobacteria	Acidobacteria_Gp1	NA	NA	NA
ASV_20159	Bacteria	Verrucomicrobia	Subdivision3	NA	NA	NA
ASV_20160	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Ohtaekwangia	NA
ASV_20161	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas
ASV_20162	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium
ASV_20163	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	Rhizomicrobium	NA
ASV_20164	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
ASV_20165	Bacteria	Verrucomicrobia	Subdivision3	NA	NA	NA
ASV_20166	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
ASV_20167	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Lentzea
ASV_20168	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Kitasatospora
ASV_20169	Bacteria	Acidobacteria	Acidobacteria_Gp10	Gp10	NA	NA
ASV_20170	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas
ASV_20171	Bacteria	Candidatus_Saccharibacteria	NA	NA	NA	NA
ASV_20172	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira
ASV_20173	Bacteria	Acidobacteria	Acidobacteria_Gp3	Bryobacter	NA	NA
ASV_20174	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter
ASV_20175	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter
ASV_20176	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
ASV_20177	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
ASV_20178	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella
ASV_20179	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
ASV_20180	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter
ASV_20181	Bacteria	Acidobacteria	Acidobacteria_Gp3	Bryobacter	NA	NA
ASV_20182	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobineae_incertae_sedis	Aciditerrimonas
ASV_20183	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisphaera
ASV_20184	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Lentzea
ASV_20185	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
ASV_20186	Bacteria	Verrucomicrobia	Subdivision3	NA	NA	NA
ASV_20187	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	NA
ASV_20188	Bacteria	NA	NA	NA	NA	NA
ASV_20189	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_20190	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA
ASV_20191	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium
ASV_20192	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
ASV_20193	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA
ASV_20194	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_20195	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
ASV_20196	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus
ASV_20197	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
ASV_20198	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Amycolatopsis
ASV_20199	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Ilumatobacter
ASV_20200	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_20201	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	Rhizomicrobium	NA
ASV_20202	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
ASV_20203	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
ASV_20204	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_20205	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium
ASV_20206	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_20207	Bacteria	Acidobacteria	Acidobacteria_Gp3	Candidatus_Solibacter	NA	NA
ASV_20208	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV_20209	Bacteria	Verrucomicrobia	Subdivision3	NA	NA	NA
ASV_20210	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_20211	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_20212	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter
ASV_20213	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Cryomorpha
ASV_20214	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium
ASV_20215	Bacteria	Acidobacteria	Acidobacteria_Gp3	Candidatus_Solibacter	NA	NA
ASV_20216	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_20217	Bacteria	Actinobacteria	NA	NA	NA	NA
ASV_20218	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Ilumatobacter
ASV_20219	Bacteria	Acidobacteria	Acidobacteria_Gp3	Candidatus_Solibacter	NA	NA
ASV_20220	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	NA
ASV_20221	Bacteria	Armatimonadetes	Armatimonadetes_gp5	NA	NA	NA
ASV_20222	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Turneriella
ASV_20223	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_20224	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	NA	NA
ASV_20225	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA
ASV_20226	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus
ASV_20227	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA
ASV_20228	Bacteria	Acidobacteria	Acidobacteria_Gp10	Gp10	NA	NA
ASV_20229	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV_20230	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Kaistia
ASV_20231	Bacteria	NA	NA	NA	NA	NA
ASV_20232	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas
ASV_20233	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_20234	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	NA
ASV_20235	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Thermogutta
ASV_20236	Bacteria	Candidatus_Saccharibacteria	NA	NA	NA	NA
ASV_20237	Bacteria	Acidobacteria	Acidobacteria_Gp3	NA	NA	NA
ASV_20238	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Brevibacillus
ASV_20239	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_20240	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Chryseolinea	NA
ASV_20241	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
ASV_20242	Bacteria	Acidobacteria	Acidobacteria_Gp7	Gp7	NA	NA
ASV_20243	Bacteria	Armatimonadetes	Armatimonadetes_gp5	NA	NA	NA
ASV_20244	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_20245	Bacteria	Armatimonadetes	Armatimonadetes_gp5	NA	NA	NA
ASV_20246	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
ASV_20247	Bacteria	Verrucomicrobia	Subdivision3	NA	NA	NA
ASV_20248	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus
ASV_20249	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter
ASV_20250	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum
ASV_20251	Bacteria	NA	NA	NA	NA	NA
ASV_20252	Bacteria	NA	NA	NA	NA	NA
ASV_20253	Bacteria	Candidatus_Saccharibacteria	NA	NA	NA	NA
ASV_20254	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV_20255	Bacteria	Acidobacteria	Acidobacteria_Gp3	Candidatus_Solibacter	NA	NA
ASV_20256	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
ASV_20257	Bacteria	Acidobacteria	Acidobacteria_Gp1	Terriglobus	NA	NA
ASV_20258	Bacteria	Acidobacteria	NA	NA	NA	NA
ASV_20259	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter
ASV_20260	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides
ASV_20261	Bacteria	NA	NA	NA	NA	NA
ASV_20262	Bacteria	Acidobacteria	NA	NA	NA	NA
ASV_20263	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_20264	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_20265	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	NA	NA
ASV_20266	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Niastella
ASV_20267	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Lentzea
ASV_20268	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
ASV_20269	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA
ASV_20270	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_20271	Bacteria	Acidobacteria	Acidobacteria_Gp6	Gp6	NA	NA
ASV_20272	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NA
ASV_20273	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	NA
ASV_20274	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_20275	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_20276	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
ASV_20277	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
ASV_20278	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera
ASV_20279	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Nevskia
ASV_20280	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas/Armatimonadetes_gp1
ASV_20281	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
ASV_20282	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA
ASV_20283	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
ASV_20284	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Uliginosibacterium
ASV_20285	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes
ASV_20286	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA
ASV_20287	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
ASV_20288	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Ideonella
ASV_20289	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_20290	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Methyloceanibacter
ASV_20291	Bacteria	Acidobacteria	Acidobacteria_Gp7	Gp7	NA	NA
ASV_20292	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia
ASV_20293	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Glycomycetaceae	Glycomyces
ASV_20294	Bacteria	NA	NA	NA	NA	NA
ASV_20295	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella
ASV_20296	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax
ASV_20297	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
ASV_20298	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV_20299	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia
ASV_20300	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Reyranella	NA
ASV_20301	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	NA
ASV_20302	Bacteria	Acidobacteria	Acidobacteria_Gp3	Candidatus_Solibacter	NA	NA
ASV_20303	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
ASV_20304	Bacteria	NA	NA	NA	NA	NA
ASV_20305	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_20306	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_20307	Bacteria	Acidobacteria	Acidobacteria_Gp10	Gp10	NA	NA
ASV_20308	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	NA
ASV_20309	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia
ASV_20310	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella
ASV_20311	Bacteria	NA	NA	NA	NA	NA
ASV_20312	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_20313	Bacteria	Acidobacteria	Acidobacteria_Gp3	Candidatus_Solibacter	NA	NA
ASV_20314	Bacteria	Acidobacteria	Acidobacteria_Gp10	Gp10	NA	NA
ASV_20315	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Kaistia
ASV_20316	Bacteria	Proteobacteria	Oligoflexia	Oligoflexales	Oligoflexaceae	Oligoflexus
ASV_20317	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium
ASV_20318	Bacteria	Acidobacteria	Acidobacteria_Gp1	Granulicella	NA	NA
ASV_20319	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacterium
ASV_20320	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV_20321	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax
ASV_20322	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	NA
ASV_20323	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV_20324	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus
ASV_20325	Bacteria	NA	NA	NA	NA	NA
ASV_20326	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter
ASV_20327	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	NA
ASV_20328	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Ohtaekwangia	NA
ASV_20329	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_incertae_sedis	Bauldia
ASV_20330	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA
ASV_20331	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azonexus
ASV_20332	Bacteria	Verrucomicrobia	Subdivision3	NA	NA	NA
ASV_20333	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_20334	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	NA
ASV_20335	Bacteria	Verrucomicrobia	Subdivision3	NA	NA	NA
ASV_20336	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_20337	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus
ASV_20338	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	NA
ASV_20339	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Kofleriaceae	Kofleria
ASV_20340	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_20341	Bacteria	Acidobacteria	Acidobacteria_Gp3	Candidatus_Solibacter	NA	NA
ASV_20342	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionicimonas
ASV_20343	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA
ASV_20344	Bacteria	Acidobacteria	Acidobacteria_Gp7	Gp7	NA	NA
ASV_20345	Bacteria	Acidobacteria	Acidobacteria_Gp3	Candidatus_Solibacter	NA	NA
ASV_20346	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_20347	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	NA
ASV_20348	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella
ASV_20349	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV_20350	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
ASV_20351	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Reyranella	NA
ASV_20352	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium
ASV_20353	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia
ASV_20354	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Reyranella	NA
ASV_20355	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	NA
ASV_20356	Bacteria	NA	NA	NA	NA	NA
ASV_20357	Bacteria	Armatimonadetes	Armatimonadetes_gp5	NA	NA	NA
ASV_20358	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
ASV_20359	Bacteria	Acidobacteria	Acidobacteria_Gp22	Gp22	NA	NA
ASV_20360	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_20361	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	NA
ASV_20362	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
ASV_20363	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Chryseolinea	NA
ASV_20364	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_20365	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA
ASV_20366	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_20367	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
ASV_20368	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia
ASV_20369	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	NA	NA
ASV_20370	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes
ASV_20371	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Labilithrix
ASV_20372	Bacteria	Planctomycetes	NA	NA	NA	NA
ASV_20373	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	Kallotenuaceae	Kallotenue
ASV_20374	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_20375	Bacteria	Candidatus_Saccharibacteria	NA	NA	NA	NA
ASV_20376	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae	Ardenticatena
ASV_20377	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Aquabacterium
ASV_20378	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	NA	NA
ASV_20379	Bacteria	Acidobacteria	Acidobacteria_Gp3	Bryobacter	NA	NA
ASV_20380	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Dactylosporangium
ASV_20381	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Reyranella	NA
ASV_20382	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	NA
ASV_20383	Bacteria	Verrucomicrobia	Subdivision3	NA	NA	NA
ASV_20384	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA
ASV_20385	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisoma
ASV_20386	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	Rhizomicrobium	NA
ASV_20387	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
ASV_20388	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	NA	NA
ASV_20389	Bacteria	NA	NA	NA	NA	NA
ASV_20390	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	NA
ASV_20391	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA
ASV_20392	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	NA
ASV_20393	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_20394	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
ASV_20395	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides
ASV_20396	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Catellatospora
ASV_20397	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_20398	Bacteria	Acidobacteria	Acidobacteria_Gp7	Gp7	NA	NA
ASV_20399	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV_20400	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_20401	Bacteria	Acidobacteria	Acidobacteria_Gp5	Gp5	NA	NA
ASV_20402	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
ASV_20403	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_20404	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_20405	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	NA
ASV_20406	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans
ASV_20407	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	NA
ASV_20408	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
ASV_20409	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
ASV_20410	Bacteria	Candidatus_Saccharibacteria	NA	NA	NA	NA
ASV_20411	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas
ASV_20412	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
ASV_20413	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_20414	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
ASV_20415	Bacteria	Candidatus_Saccharibacteria	NA	NA	NA	NA
ASV_20416	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus
ASV_20417	Bacteria	NA	NA	NA	NA	NA
ASV_20418	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
ASV_20419	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium
ASV_20420	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
ASV_20421	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
ASV_20422	Bacteria	Candidatus_Saccharibacteria	NA	NA	NA	NA
ASV_20423	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_20424	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella
