Group1	Group2	Significance	Sig	FDR	Sig_FDR
DOK	DEMO	0.146782901385528	FALSE	0.350020764842413	FALSE
CONMIN	BIODYN	0.000130811687142124	TRUE	0.00202758115070292	TRUE
CONMIN	NK	0.283326224879553	FALSE	0.516653704192126	FALSE
CONMIN	NPK	0.143463455138745	FALSE	0.350020764842413	FALSE
BIODYN	NK	1.8273389108034e-05	TRUE	0.000566475062349054	TRUE
BIODYN	NPK	0.850432753336753	FALSE	0.909083288049632	FALSE
NK	NPK	0.0435428152790185	TRUE	0.168728409206197	FALSE
6_Reproductive	6_before_sowing	0.24025974025974	FALSE	0.465503246753246	FALSE
6_Reproductive	6_Vegetative	0.00865800865800866	TRUE	0.0536796536796537	FALSE
6_before_sowing	6_Vegetative	0.0649350649350649	FALSE	0.223665223665224	FALSE
56_Reproductive	56_before_sowing	1	FALSE	1	FALSE
56_Reproductive	56_Vegetative	0.00432900432900433	TRUE	0.0335497835497836	TRUE
56_before_sowing	56_Vegetative	0.025974025974026	TRUE	0.134199134199134	FALSE
96_Reproductive	96_before_sowing	0.588744588744589	FALSE	0.793525315264446	FALSE
96_Reproductive	96_Vegetative	0.24025974025974	FALSE	0.465503246753246	FALSE
96_before_sowing	96_Vegetative	0.484848484848485	FALSE	0.715728715728716	FALSE
12_Reproductive	12_before_sowing	0.0411255411255411	TRUE	0.168728409206197	FALSE
12_Reproductive	12_Vegetative	0.132034632034632	FALSE	0.350020764842413	FALSE
12_before_sowing	12_Vegetative	0.588744588744589	FALSE	0.793525315264446	FALSE
50_Reproductive	50_before_sowing	0.393939393939394	FALSE	0.610606060606061	FALSE
50_Reproductive	50_Vegetative	0.699134199134199	FALSE	0.833583083583084	FALSE
50_before_sowing	50_Vegetative	0.699134199134199	FALSE	0.833583083583084	FALSE
90_Reproductive	90_before_sowing	0.24025974025974	FALSE	0.465503246753246	FALSE
90_Reproductive	90_Vegetative	0.0930735930735931	FALSE	0.288528138528139	FALSE
90_before_sowing	90_Vegetative	0.00432900432900433	TRUE	0.0335497835497836	TRUE
19_Reproductive	19_before_sowing	0.818181818181818	FALSE	0.905844155844156	FALSE
19_Reproductive	19_Vegetative	0.937229437229437	FALSE	0.968470418470418	FALSE
19_before_sowing	19_Vegetative	0.699134199134199	FALSE	0.833583083583084	FALSE
23_Reproductive	23_before_sowing	0.818181818181818	FALSE	0.905844155844156	FALSE
23_Reproductive	23_Vegetative	0.393939393939394	FALSE	0.610606060606061	FALSE
23_before_sowing	23_Vegetative	0.393939393939394	FALSE	0.610606060606061	FALSE
