Kingdom	Phylum	Class	Order	Family	Genus	Species
ASVF_6053	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	NA
ASVF_6054	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Spizellomycetaceae	NA	NA
ASVF_6055	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_6056	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_6057	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6058	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Funneliformis	NA
ASVF_6059	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	g__Diversispora	NA
ASVF_6060	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6061	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA
ASVF_6062	k__Fungi	p__Basidiomycota	c__Tremellomycetes	NA	NA	NA	NA
ASVF_6063	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Chaetosphaeronema	NA
ASVF_6064	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Mucoraceae	g__Mucor	s__laxorrhizus
ASVF_6065	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA
ASVF_6066	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	NA	NA
ASVF_6067	k__Fungi	p__Rozellomycota	c__Rozellomycotina_cls_Incertae_sedis	o__GS07	NA	NA	NA
ASVF_6068	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_6069	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Halosphaeriaceae	g__Natantispora	s__retorquens
ASVF_6070	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	NA	NA
ASVF_6071	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Scutellinia	s__scutellata
ASVF_6072	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6073	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_6074	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariaceae	g__Nemania	NA
ASVF_6075	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6076	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6077	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	NA	NA
ASVF_6078	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6079	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6080	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6081	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6082	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae	g__Codinaea	s__acaciae
ASVF_6083	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Claviceps	NA
ASVF_6084	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6085	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6086	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Peniophoraceae	g__Peniophora	NA
ASVF_6087	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6088	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6089	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6090	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	NA	NA
ASVF_6091	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6092	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6093	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6094	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6095	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	NA
ASVF_6096	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Bolbitiaceae	g__Panaeolus	s__papilionaceus
ASVF_6097	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6098	k__Fungi	p__Glomeromycota	c__Paraglomeromycetes	o__Paraglomerales	f__Paraglomeraceae	g__Paraglomus	NA
ASVF_6099	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6100	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Tubaria	s__hiemalis
ASVF_6101	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6102	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6103	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6104	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6105	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Mucoraceae	g__Mucor	NA
ASVF_6106	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	NA	NA	NA
ASVF_6107	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_6108	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Rhizophydiales_fam_Incertae_sedis	g__Operculomyces	s__laminatus
ASVF_6109	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6110	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	NA
ASVF_6111	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASVF_6112	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6113	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6114	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_6115	k__Fungi	p__Mortierellomycota	NA	NA	NA	NA	NA
ASVF_6116	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Acaulosporaceae	g__Acaulospora	s__ignota
ASVF_6117	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Itersonilia	s__pannonica
ASVF_6118	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Tremellaceae	g__Cryptococcus	NA
ASVF_6119	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Onygenales_fam_Incertae_sedis	g__Chrysosporium	s__pseudomerdarium
ASVF_6120	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Psathyrella	s__potteri
ASVF_6121	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	NA	NA
ASVF_6122	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__Archaeosporaceae	g__Archaeospora	s__trappei
ASVF_6123	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6124	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Pseudeurotium	NA
ASVF_6125	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6126	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_6127	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	NA
ASVF_6128	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6129	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_6130	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6131	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6132	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6133	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6134	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6135	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6136	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6137	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6138	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	NA	NA	NA
ASVF_6139	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6140	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6141	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6142	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6143	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6144	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__psychrotolerans
ASVF_6145	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	NA	NA
ASVF_6146	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinellus	NA
ASVF_6147	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6148	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	NA	NA	NA
ASVF_6149	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_6150	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6151	k__Fungi	p__Entomophthoromycota	c__Entomophthoromycetes	o__Entomophthorales	f__Ancylistaceae	g__Conidiobolus	s__coronatus
ASVF_6152	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	g__Diversispora	s__varaderana
ASVF_6153	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Gibberella	s__pulicaris
ASVF_6154	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6155	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Meruliaceae	g__Ceriporia	s__lacerata
ASVF_6156	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	NA	NA	NA
ASVF_6157	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	g__Diversispora	s__celata
ASVF_6158	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	g__Claroideoglomus	NA
ASVF_6159	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASVF_6160	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Phoma	s__aloes
ASVF_6161	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Rhodotorula	s__mucilaginosa
ASVF_6162	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__Archaeosporaceae	NA	NA
ASVF_6163	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	NA	NA
ASVF_6164	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Funneliformis	s__caledonium
ASVF_6165	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_6166	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6167	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6168	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Schizoporaceae	g__Hyphodontia	s__pallidula
ASVF_6169	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	g__Diversispora	NA
ASVF_6170	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_6171	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	NA	NA	NA
ASVF_6172	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6173	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	g__Claroideoglomus	NA
ASVF_6174	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__cystojenkinii
ASVF_6175	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6176	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6177	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Phaeotremellaceae	g__Phaeotremella	s__skinneri
ASVF_6178	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_6179	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASVF_6180	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Kamienskia	s__perpusilla
ASVF_6181	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6182	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASVF_6183	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_6184	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6185	k__Fungi	p__Basidiomycota	c__Ustilaginomycetes	o__Urocystidales	f__Urocystidaceae	g__Urocystis	s__agropyri
ASVF_6186	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_6187	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_6188	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
ASVF_6189	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6190	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_6191	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6192	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6193	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6194	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6195	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6196	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6197	k__Fungi	p__Ascomycota	c__Dothideomycetes	NA	NA	NA	NA
ASVF_6198	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Sordariales_fam_Incertae_sedis	g__Ramophialophora	NA
ASVF_6199	k__Fungi	p__Kickxellomycota	c__GS19	o__GS19	NA	NA	NA
ASVF_6200	k__Fungi	p__Chytridiomycota	c__Rhizophlyctidomycetes	o__Rhizophlyctidales	f__Rhizophlyctidaceae	g__Rhizophlyctis	s__rosea
ASVF_6201	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6202	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6203	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Ceratobasidium	NA
ASVF_6204	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6205	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Schizoporaceae	g__Xylodon	s__raduloides
ASVF_6206	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6207	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	NA
ASVF_6208	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Arrhenia	s__obatra
ASVF_6209	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6210	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	g__Diversispora	NA
ASVF_6211	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__minutissima
ASVF_6212	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__alpina
ASVF_6213	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Volucrispora	s__graminea
ASVF_6214	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	NA	NA
ASVF_6215	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_6216	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6217	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__Archaeosporaceae	NA	NA
ASVF_6218	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA
ASVF_6219	k__Fungi	p__Glomeromycota	c__Paraglomeromycetes	o__Paraglomerales	f__Paraglomeraceae	g__Paraglomus	NA
ASVF_6220	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_6221	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6222	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__Archaeosporaceae	NA	NA
ASVF_6223	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Neoascochyta	s__paspali
ASVF_6224	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Trimorphomycetaceae	g__Saitozyma	NA
ASVF_6225	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae	NA	NA
ASVF_6226	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	NA	NA	NA
ASVF_6227	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Scutellinia	NA
ASVF_6228	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Niessliaceae	g__Eucasphaeria	NA
ASVF_6229	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Rhizophydiales_fam_Incertae_sedis	g__Operculomyces	s__laminatus
ASVF_6230	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Coleophoma	NA
ASVF_6231	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6232	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Septoriella	s__hirta
ASVF_6233	k__Fungi	p__Basidiomycota	c__Wallemiomycetes	o__Wallemiales	f__Wallemiaceae	g__Wallemia	s__muriae
ASVF_6234	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Podospora	s__longicollis
ASVF_6235	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
ASVF_6236	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	g__Diversispora	NA
ASVF_6237	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	NA	NA
ASVF_6238	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	NA	NA	NA
ASVF_6239	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__gamsii
ASVF_6240	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Cistella	s__albidolutea
ASVF_6241	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Articulospora	NA
ASVF_6242	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Trichopezizella	NA
ASVF_6243	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Chrysozymaceae	g__Chrysozyma	s__griseoflava
ASVF_6244	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6245	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Psathyrella	s__piluliformis
ASVF_6246	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	NA
ASVF_6247	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__Archaeosporaceae	NA	NA
ASVF_6248	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	g__Claroideoglomus	NA
ASVF_6249	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Acaulosporaceae	g__Acaulospora	NA
ASVF_6250	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	NA	NA
ASVF_6251	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Schizoporaceae	g__Schizopora	s__paradoxa
ASVF_6252	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_6253	k__Fungi	p__Kickxellomycota	c__Kickxellomycetes	o__Kickxellales	f__Kickxellaceae	g__Ramicandelaber	s__taiwanensis
ASVF_6254	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6255	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	NA
ASVF_6256	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	NA	NA	NA
ASVF_6257	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6258	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Kuehneromyces	s__mutabilis
ASVF_6259	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6260	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__carpinicola
ASVF_6261	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6262	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6263	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6264	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Halosphaeriaceae	g__Natantispora	s__retorquens
ASVF_6265	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6266	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Glarea	NA
ASVF_6267	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	NA	NA	NA
ASVF_6268	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_6269	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6270	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Gamsylella	NA
ASVF_6271	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6272	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Sordariales_fam_Incertae_sedis	g__Ramophialophora	NA
ASVF_6273	k__Fungi	p__Mucoromycota	NA	NA	NA	NA	NA
ASVF_6274	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6275	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	NA
ASVF_6276	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_6277	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Glomerellaceae	g__Colletotrichum	NA
ASVF_6278	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Pulvinula	NA
ASVF_6279	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	g__Claroideoglomus	s__claroideum
ASVF_6280	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Scutellinia	s__scutellata
ASVF_6281	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6282	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6283	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6284	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Lachnella	s__villosa
ASVF_6285	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA
ASVF_6286	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_6287	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Volutella	NA
ASVF_6288	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Erythrobasidiales	f__Erythrobasidiales_fam_Incertae_sedis	g__Sakaguchia	s__dacryoidea
ASVF_6289	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Amphinema	s__byssoides
ASVF_6290	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6291	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6292	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__Archaeosporaceae	NA	NA
ASVF_6293	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Hypholoma	s__fasciculare
ASVF_6294	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_6295	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	NA	NA	NA
ASVF_6296	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_6297	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__Archaeosporaceae	g__Archaeospora	NA
ASVF_6298	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6299	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_6300	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6301	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_6302	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6303	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6304	k__Fungi	p__Zoopagomycota	c__Zoopagomycetes	o__Zoopagales	f__Piptocephalidaceae	g__Syncephalis	s__fuscata
ASVF_6305	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	NA	NA
ASVF_6306	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6307	k__Fungi	p__Rozellomycota	c__Rozellomycotina_cls_Incertae_sedis	o__Rozellomycotina_ord_Incertae_sedis	f__Rozellomycotina_fam_Incertae_sedis	g__Paramicrosporidium	s__saccamoebae
ASVF_6308	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Lamprospora	s__kristiansenii
ASVF_6309	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_6310	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
