Group1	Group2	Significance	Sig	FDR	Sig_FDR
Dent	Flint	3.66129370113423e-06	TRUE	8.36867131687824e-06	TRUE
1_B73	2_DK105	0.588794813616508	FALSE	0.628047801190942	FALSE
1_B73	3_PH207	2.84087618727079e-06	TRUE	8.36867131687824e-06	TRUE
1_B73	4_F2	0.0702594707069415	FALSE	0.093679294275922	FALSE
1_B73	5_pht1;6	0.0372978014880109	TRUE	0.054251347618925	FALSE
2_DK105	3_PH207	3.14593117574492e-06	TRUE	8.36867131687824e-06	TRUE
2_DK105	4_F2	0.29341803794654	FALSE	0.335334900510331	FALSE
2_DK105	5_pht1;6	0.0181597026623115	TRUE	0.0322839158441093	TRUE
3_PH207	4_F2	1.27895662986193e-07	TRUE	1.02316530388954e-06	TRUE
3_PH207	5_pht1;6	0.0307922183665164	TRUE	0.0492675493864262	TRUE
4_F2	5_pht1;6	0.0013315037014976	TRUE	0.0026630074029952	TRUE
1_B73_Reproductive	1_B73_Vegetative	2.31784613386426e-06	TRUE	8.36867131687824e-06	TRUE
2_DK105_Reproductive	2_DK105_Vegetative	3.15013827836097e-10	TRUE	5.04022124537755e-09	TRUE
3_PH207_Reproductive	3_PH207_Vegetative	0.215284944226015	FALSE	0.264966085201249	FALSE
4_F2_Reproductive	4_F2_Vegetative	3.16828522954045e-07	TRUE	1.68975212242157e-06	TRUE
5_pht1;6_Reproductive	5_pht1;6_Vegetative	0.863912653609099	FALSE	0.863912653609099	FALSE
